id,train_test,pred_type,class,pred,prob_0,prob_1,knn,nbd_bal,lambda.1se,intvar3,var64,intvar8,var35,mainvar1,mainvar2,mainvar8,mainvar9,mainvar4,total_local_score,opp_class,opp_lambda.1se,opp_intvar3,opp_var64,opp_intvar8,opp_var35,opp_mainvar1,opp_mainvar2,opp_mainvar8,opp_mainvar9,opp_mainvar4,opp_total_local_score
11,train,FN,1,0,0.865,0.135,299,0.5151,0.170046179569229,0.0500975264354218,-0.153768748817148,0.167896194454543,0.182298394840044,0.191782652725044,-0.192937891375057,0.329040304559396,0.352367862217,0.362079060730728,1.28885535576997,2,5.83338196267432,0.00356749652526793,0.0101786151112181,-0.0135251554232507,-0.0137919820165129,0.0263602871144484,0.0298041268510234,0.0313507548328525,0.038154895917718,0.0410673497205419,0.153166388633307
12,train,FN,1,0,0.9123,0.0877,299,0.5151,7.06856755918511,0.00255609114319764,-0.00279940615502918,-0.00319105814414519,0.00986477805243761,0.0244532747964657,0.0288761610669956,0.0292551556460853,0.0306243250401855,0.0318282476911403,0.151467569137333,2,0.226142359034016,0.0140061528761005,0.0241060520266452,0.0775380296807955,0.17642869953915,0.20533316461993,0.217172594825745,0.26921822381635,0.307526105108092,0.345514395115536,1.63684341760834
13,train,FN,1,0,0.7472,0.2528,299,0.5151,0.707801518702297,-0.0060687833117772,0.0137665358124689,0.0153471778322874,0.0314103702993287,-0.0435860815665819,0.0795362155405087,0.207544225262241,0.207835614234109,0.213751668169692,0.719536942272277,2,4.54979991474325,0.000497835644992225,-0.0047216024586377,0.00603421982684372,0.0087483750122732,-0.0126826926168875,0.021966398391159,0.0482395577508404,0.0520272993234082,0.0520767311996177,0.172186122073609
14,train,FN,1,0,0.6466,0.3534,299,0.5151,4.44308669170689,0.00398066196946879,0.00516503795204549,0.00863611014303641,-0.0102698165558635,-0.0181787385683269,0.0338965884660428,0.0410199507635851,0.0438702478041623,0.0524492873944132,0.160569329368564,2,4.87628215912694,0.00361575263133531,0.00478871185951609,0.00788453775267189,-0.0094469299967137,-0.0167328520791236,0.031308139205355,0.0378310402472155,0.0403094494065657,0.0482788089652299,0.147836657992052
15,train,FN,1,0,0.8128,0.1872,299,0.5151,2.45859805284788,0.0149585722810283,-0.0167115065900021,0.0224172317229326,-0.0294632615033308,0.0566208975300618,0.0573548161158278,0.0733848827033574,0.0746782077868476,0.0813694365469586,0.334609276593681,2,5.67968038245052,0.00575798514456999,-0.00797165097608376,0.010229548758082,-0.0141114000972997,0.0281775268105648,0.0285417136306312,0.0371518419126044,0.0371814141620769,0.0404983971109934,0.165455376456139
16,train,FN,1,0,0.5289,0.4711,299,0.5151,6.42331370831269,-0.00213401731768787,-0.00403770431805204,-0.00702299977643425,0.00742206396217056,-0.011253064002793,-0.0119379167678877,0.028217806819206,0.0326019639364615,0.0366561585279817,0.0685122910629651,2,11.2249231274351,-0.00129730364028637,-0.0023780886918346,-0.004182564000249,0.00453585902952514,-0.00660994224511199,-0.00699792615724254,0.0166782864194631,0.0193513041660772,0.0218081672363128,0.0409077921166538
17,train,FN,1,0,0.6788,0.3212,299,0.5151,0.754528484051337,-3.19128697681011e-06,0.00093370222625302,-0.0110644244053885,0.0478035069336165,0.13103762556541,-0.140870189648995,0.183758770914827,0.184065225636767,0.190031677690994,0.585692703626507,2,4.41928903890541,-0.00127990337008138,-0.00133766515607259,0.00607620271929783,-0.00626256218735438,0.0364858444272323,-0.0395751096286445,0.0457677443175777,0.0513247410012438,0.0513326198550849,0.142531911978284
18,train,FN,1,0,0.8818,0.1182,299,0.5151,5.01815167111138,-0.00297449583412939,0.00342983861390484,0.0114014093580376,-0.015166551499788,0.0319188346905314,0.042534751294633,0.0431831103332965,0.0442018416312593,0.0464377954140749,0.20496653400182,2,7.9903165602865,-0.00199489931632297,0.00221299987993712,0.00726310983884462,-0.0099405789502636,0.0211334656242224,0.0279399235817431,0.0282836744032078,0.0292440359396879,0.0305737253074572,0.134715456308514
19,train,FN,1,0,0.8512,0.1488,299,0.5151,4.33762275622365,0.00302070991290197,0.0033395224371309,0.0127373501702134,-0.0176631805572572,-0.0182154886725626,0.0350427636998112,0.0379717142759766,0.0463329778481401,0.0519005150779234,0.154466884192278,2,5.22468196617844,0.00248599311499627,0.00280579041901566,0.010635943842902,-0.0148595138659055,-0.0154413313157697,0.0297813789127544,0.0320576760112348,0.0393735757636516,0.0439433588928152,0.130782871775695
20,train,FN,1,0,0.696,0.304,299,0.5151,9.33980838513437,-0.00102239201187688,0.00268445100386062,0.00662666303886258,0.00748360066703302,0.0134021021192395,0.0197047025476455,0.0202063981802969,-0.0229529956124588,0.025731145453298,0.0718636753859003,2,1.59463465732281,-0.00136870747543848,0.0122415060582163,0.0317456521928971,0.0380228030291585,0.056209545096431,0.0885371119242289,0.0953937209832599,-0.103145730397683,0.117126750357602,0.334762651768673
21,train,TP,1,1,0.4924,0.5076,299,0.4883,4.54819049601878,0.00915243713805473,0.00995774960797351,0.0101529273598654,0.0122308315856639,0.0142539349952031,0.0255470080289154,-0.048919347318515,-0.0489616749298479,-0.0509980840574163,-0.0675842175901031,1,2.85639618479786,0.0136530152326105,0.0143886731773481,0.015250961539421,0.0185840235074334,0.021266041148789,0.0380809759573637,-0.0731744414181212,-0.073192695981387,-0.0764349410988671,-0.10157838793541
22,train,FN,1,0,0.632,0.368,299,0.5151,1.91238728969916,0.00720889646781787,-0.0123467996032615,0.0142212871343243,-0.0281250796445421,-0.0521692780785505,-0.0665834941782463,0.0802263791779375,0.0870645046642845,0.101998395040241,0.131494810980005,2,4.41786267599557,0.0030673366607071,0.00674173501527486,-0.0077281673010017,-0.0136361691668524,-0.0258992877251527,-0.0339687493374101,0.0392668092820857,0.0447310777611888,0.050694777865976,0.0632693630548156
23,train,FN,1,0,0.55,0.45,299,0.5151,6.25056220279061,-0.00139829278982612,-0.00335883746623059,0.00479479056028506,-0.0115589018420216,-0.0117914745943903,0.0265127042427706,0.0265407358164482,0.0371847387004049,0.0384812610893264,0.105406723716767,2,0.507002371245216,-0.0043158633586707,0.029889508583724,-0.0355307865296177,-0.0901410689784706,-0.092452720444731,0.137044969040637,0.187278841511168,0.235339383011568,0.23804461058555,0.605156873421157
24,train,TP,1,1,0.4005,0.5995,299,0.4883,4.87425347688262,0.00481072442176307,0.00627874996782924,0.00901362390571142,0.0113710626770351,0.0235892898355617,0.0335993833221595,-0.0396479737754002,-0.0437332622131304,-0.0451307137904669,-0.0398491156489374,1,5.34948717357891,0.00445019061589134,0.00585714115850602,0.00824328437661815,0.0104172297617311,0.0216653043264334,0.0309372869288388,-0.036459571570871,-0.0402321146866626,-0.0415004326638984,-0.0366216817534131
25,train,FN,1,0,0.7207,0.2793,299,0.5151,2.47572767854425,-0.00152273751164429,-0.00198093362659246,0.0156131690881545,-0.0303779737164077,-0.0314776947265623,0.0449732025350979,0.0498236807998629,0.0674611870396649,0.087675132875983,0.200187032757556,2,5.21116945125091,-0.00101379960324542,-0.00115041863960878,0.00828374974853265,-0.0156830662920209,-0.0161285541109769,0.0235127365316787,0.025808546975641,0.0349890624385876,0.0445061348580324,0.10312439190662
26,train,FN,1,0,0.8031,0.1969,299,0.5151,7.72457596107347,-0.00338968385234854,-0.00685451733684044,0.00728703438560292,-0.00742189626310925,0.0148092336355228,-0.0208454951265683,0.0272430719860509,0.0272750064432131,0.0309054879289182,0.0690082418004414,2,6.41307866925313,-0.00396819368582499,-0.00803753399176078,0.00873232879724481,-0.00877141199502997,0.0174038388332911,-0.0246602012559134,0.0322857334804303,0.0323872757681598,0.0366331808381679,0.0820050167887647
27,train,FN,1,0,0.5935,0.4065,299,0.5151,0.107184281396457,0.070074620552957,0.0846555082780635,-0.103317393488895,-0.119068308351551,0.187866135142425,-0.248470443273678,0.312430807515367,0.493446507027143,0.553335139642013,1.23095257304384,2,0.129103846402126,0.0620394112776707,0.0732017898816116,-0.0844557691527603,-0.107105796739018,0.183141143272996,-0.225937802210481,0.302202954313548,0.464050649357752,0.508816669957849,1.17595324995917
28,train,TP,1,1,0.4927,0.5073,299,0.4883,2.07407352701321,-0.00472247447861205,0.0105986904630125,0.0255152107774495,-0.0286061584605948,-0.0289872281476022,0.0324570769673908,-0.0718879685688578,-0.0905549719034849,-0.100582374748938,-0.256770198100237,1,4.36572596303277,-0.00210634184556173,0.00567982796236243,0.0131381123537372,-0.0160578781536263,-0.01681847762023,0.0174678284470923,-0.0377108950085005,-0.0491567645340544,-0.0537485344734226,-0.139313122872204
29,train,FN,1,0,0.5458,0.4542,299,0.5151,5.65515264997098,0.0020368933351569,-0.00363920129782189,-0.0109623547584509,0.0121088543471431,-0.0183149883133947,0.0385314700921226,0.0405887356089772,0.0410263911477576,0.0411681818513914,0.142543982012881,2,3.5516006789879,0.00351041434681631,-0.00532104056755766,-0.0167446480074487,0.0186716229645976,-0.0273663638099715,0.0583542254046895,0.0606755837009395,0.0613293646846378,0.0617476535940948,0.214856812310798
30,train,FN,1,0,0.6138,0.3862,299,0.5151,1.84818917167821,0.00897803669034115,-0.0100037421165247,0.0101165016586598,0.015322772887357,0.0286744849735765,-0.0390805534190978,-0.0640920182408936,0.0908427427890243,0.11244893884748,0.153207164069923,2,1.84818917167821,0.00897803669034115,-0.0100037421165247,0.0101165016586598,0.015322772887357,0.0286744849735765,-0.0390805534190978,-0.0640920182408936,0.0908427427890243,0.11244893884748,0.153207164069923
31,train,FN,1,0,0.6638,0.3362,299,0.5151,2.28346236730989,0.00135829872686077,0.0133976270555022,-0.0269224549176675,0.0278425112478427,0.0296576700914711,0.0648654732593528,0.066295018890404,-0.0877761274328555,0.0913140858356129,0.180032102756523,2,6.35386967974428,0.000103670164171821,0.00544859651039995,0.0108852905504112,-0.0109263022220805,0.0137523726671242,0.0271339373197699,0.0273525263957499,-0.0364789001378887,0.0379950817648176,0.0752662730124754
32,train,TP,1,1,0.381,0.619,299,0.4883,17.2132345329976,0.000737429714373723,0.00148474442488149,0.00400729713559837,0.00473955016015809,-0.0083073859963127,-0.00977841148684236,-0.0127711461745005,-0.0131722689479398,-0.0135504184158204,-0.0466106095864041,1,10.8104129523871,0.00114306322119486,0.00226091035891906,0.0063128195725998,0.00738152687427826,-0.0128481748762044,-0.015207442928874,-0.019830858465964,-0.0204751662477494,-0.0210385879515699,-0.0723019104433696
33,train,TP,1,1,0.4177,0.5823,299,0.4883,15.0155808857802,0.00163548812564118,-0.00213848467770357,0.00215095150604219,0.00382814643738076,0.0111469434977255,-0.0133209611037328,-0.0160001208773693,-0.0172891104996776,-0.0176408119783955,-0.0476279595700893,1,5.39631997572804,0.00445107379648089,0.00502180734874408,-0.00571312496807502,0.0101144220463229,0.0285648597476259,-0.033977601128721,-0.0417890803845072,-0.04464888102773,-0.0457110480738913,-0.123687572643751
34,train,FN,1,0,0.7086,0.2914,299,0.5151,7.76748416456053,0.000280801235509261,-0.00609492438639361,-0.00982454018153978,-0.0104332815758531,0.0230064545988985,0.0246740269243816,0.0286196654167721,0.0290939036684015,0.0303810063997156,0.109703112099892,2,0.129569445075964,0.0697040995281484,-0.109302645444679,-0.131726874665184,-0.176932998373187,0.236529606816667,0.287812738958293,0.346277054778451,0.355047419164348,0.385222646557331,1.26263104732019
35,train,TP,1,1,0.0583,0.9417,299,0.4883,2.94677055392162,0.00783613140500419,0.0109232997566973,0.0206453723830366,-0.0217605945385205,-0.0233917743689928,-0.0560812346072772,0.0649444401523851,0.0739530081741231,-0.0764450713393275,0.000623577017128377,1,1.53644860909808,0.0154962487226716,0.0189955475285442,0.0353440110857696,-0.0382936985418994,-0.0417083273237307,-0.0942959935862298,0.110776944704377,0.127413220875999,-0.12990918331881,0.0038187701466917
36,train,FN,1,0,0.5537,0.4463,299,0.5151,5.8312894183761,0.001438857403591,0.00360665660270945,-0.0083275422964682,-0.0142332141721376,-0.0297323834034777,0.0308741027190782,0.0346789096486125,0.038760678765191,0.041918726098362,0.0989847913654607,2,2.29998070582937,0.00469608551984836,0.00835572248242491,-0.0189921227740381,-0.0315639593427699,-0.0661594786962726,0.0681742203761958,0.0773904847671672,0.0865985083599023,0.0923619852791003,0.220861445971558
37,train,FN,1,0,0.7331,0.2669,299,0.5151,2.92088243985711,-0.00417274927795865,0.00576766900202707,0.00786044771012781,-0.0124963442022868,-0.0403003272700444,0.0594863298766452,0.0738747300057533,0.0752112364957723,0.0776866982309715,0.242917690571007,2,4.23770030234813,-0.00359894292990112,0.0040340008691767,0.00549381686910817,-0.0092471623229338,-0.0294201263289653,0.0435265200042014,0.0536852521006103,0.0548336826001309,0.0564731115806873,0.175780152442115
38,train,FN,1,0,0.4907,0.5093,299,0.5151,3.29480943447552,-0.00257667479308237,0.00453733753758317,-0.0131445506756515,0.0142463441011152,-0.0212366863390261,0.0630709024313182,0.0647625757017591,0.0678194308573129,0.0690193592216119,0.246498038042941,2,4.78020434719702,-0.00215723044251191,0.00349424604608309,-0.00947980794783551,0.00995738766497432,-0.0151358643622322,0.0457290982414357,0.0469463130235689,0.0493206889861514,0.0501834132485287,0.178858244458162
39,train,FN,1,0,0.5205,0.4795,299,0.5151,8.51741855960361,0.00217611240375439,-0.00545700788942675,-0.00910434734933865,-0.010003991931874,-0.0191539965374728,0.0219126716858208,0.0221750520410616,0.024629179805974,0.0256222937944587,0.0527959660229573,2,12.3573159647684,0.00148680973903444,-0.00383288995483739,-0.00636106897595282,-0.00704704375360415,-0.0135818285230687,0.0154733448422577,0.0157082446932591,0.0174346122566155,0.0181244820843077,0.0374046624080114
40,train,FN,1,0,0.5951,0.4049,299,0.5151,2.57222490079866,-0.00438535787005007,-0.0122621648111709,0.0206170689600752,-0.0243047944193713,0.0455872821549073,0.0595794098999446,-0.0701116734799442,0.0785315489564881,0.0832877167564065,0.176539036147285,2,0.7674611726656,-0.005889755989552,-0.0273213671911205,0.0557898567085356,-0.056403683918207,0.0940359516906122,0.141941885749562,-0.170196606132788,0.191329142992142,0.206427432817422,0.429712856726606
41,train,FN,1,0,0.8339,0.1661,299,0.5151,7.74361149395679,-0.0037086207935072,0.0037105869906922,0.00437943434662921,-0.00577703534086146,0.0108281928775925,0.023433603156906,0.0252516836730131,0.0268102096622157,0.0316781971269662,0.116606251699646,2,4.4311791979591,-0.00625569027312286,0.00635000912270392,0.00813957249619532,-0.00957026043028888,0.0174414174188695,0.0387193524266253,0.0413689362663742,0.0440871213091825,0.0518363062968458,0.192116764633385
42,train,FN,1,0,0.8803,0.1197,299,0.5151,4.12587207378639,0.00508589934937057,-0.0059501244947421,-0.00777879275590766,-0.00795294652576516,0.0141652952649942,-0.0143515297093078,0.051961297625953,0.0528311641338438,0.0554651328180008,0.14347539570644,2,1.23101468267149,-0.0108655782528325,0.0110528951739869,-0.0188152539779947,-0.0214347008223446,0.0412547643672631,-0.0415834971921564,0.137609456367186,0.145621751332872,0.147451182795682,0.390291019791662
43,train,TP,1,1,0.3908,0.6092,299,0.4883,6.49874359533349,-0.0013440401162787,0.00664931542365881,-0.00945906223337994,0.0113125887847546,0.0214369151817417,-0.0248494513056294,-0.0293541110889539,-0.0365252967663473,-0.0389370514367117,-0.101070193557146,1,4.91606120505031,-0.00171135899636651,0.00862911727857555,-0.0123809585991849,0.0146200425311507,0.0276372723746703,-0.03201031614444,-0.0377586558212284,-0.0471632506178456,-0.0503024433489055,-0.130440551343574
44,train,FN,1,0,0.5014,0.4986,299,0.5151,0.140808420076998,0.0832929708949171,-0.103523779097185,-0.188671951046582,0.212797362229219,-0.239367346079674,0.249328497423705,-0.308410173387722,0.311941310046034,0.41316766422855,0.430554555211262,2,8.44124301484538,0.00161510391420228,-0.00768257221526373,-0.00838156362402661,-0.00897713153644264,0.0188688902408296,0.0237844351579831,-0.0244075711029142,0.0252241095741461,0.025725994502039,0.045769694910553
45,train,FN,1,0,0.7221,0.2779,299,0.5151,0.170821269596216,-0.0275828841776445,0.0668795805739761,-0.158876742591207,-0.174541507079684,0.188932295705041,0.291209659376745,0.295698687199603,0.318594317913269,0.340410971982292,1.14072437890239,2,1.09805161095181,0.0129356333054652,-0.0191254952377815,-0.0538438776856669,-0.0539332859225728,0.0949782718461363,0.114775525771386,0.125302643533096,0.139358485891571,0.139949666671185,0.500397568172819
46,train,TP,1,1,0,1,299,0.4883,6.05773345951669,0.0027277317710832,0.00650687079361582,-0.00710772455609774,0.0127017191991784,0.0241812535045558,0.0295402057187847,0.0343552557582619,0.0350713643275103,0.0390072545502566,0.176983931067149,1,6.64835499350555,0.00262932725825824,0.00597542727057518,-0.00649196604030322,0.0116524627983198,0.0222477931459955,0.0271577257521716,0.0315934070523398,0.0322725117390649,0.0358655483949821,0.162902237371404
47,train,TP,1,1,0,1,299,0.4883,3.14948645629971,-0.000746608439831538,0.0107185997864089,0.0132783359916194,0.0178170632242814,0.0450479686515865,0.0549181029296342,0.061527180663916,0.0617916295456727,0.0701778656879722,0.33453013804126,1,7.98509613554204,-0.000284811060665321,0.00536573585487599,0.00543261392906743,0.00784440012359388,0.0197847631498289,0.0243120407165919,0.0267141610515811,0.026885965808914,0.0305417049541557,0.146596574527944
48,train,TP,1,1,5e-04,0.9995,299,0.4883,7.34385771570873,0.000196383357149981,0.000525115250670713,0.00404470241624348,-0.00980931475302787,0.0188635848641485,0.0219571653790105,0.02326356094469,0.0299739301455149,0.0304204089606263,0.119435536565027,1,2.63924562037511,0.000203873562972863,0.000438515270556258,0.00987054811090357,-0.0261998077481655,0.044894108752902,0.0538616891955094,0.0561830662490232,0.0730753500500157,0.0743968589533206,0.286724202397038
49,train,TP,1,1,0.0336,0.9664,299,0.4883,2.63431823510237,0.0136243914515247,0.0197962269932155,-0.022964895929665,0.028413143080243,-0.0307493499503881,0.0524383189654609,0.0616792860406936,0.0733695033066271,0.0774940700894665,0.273100694047178,1,2.8911610109407,0.0126010930337679,0.0182777693183773,-0.0211091360211593,0.0262080010491559,-0.0286913609446957,0.0486763665486888,0.0570184458310623,0.0679675917137735,0.0717518101262655,0.252700580655236
50,train,TP,1,1,0.0014,0.9986,299,0.4883,4.90070804628187,-0.00319601445562357,0.0089490363361611,0.0121525984655157,-0.0132838048887378,0.0249620513465655,0.0315748905727099,0.0387963478945108,0.0433474074422032,0.0447336937958018,0.188036206509107,1,2.32823335877748,-0.00677706398991038,0.0174770051766736,0.0232415223226135,-0.0275913272468713,0.0480094165393961,0.0598868933579145,0.0743434558813829,0.0832827289951263,0.0855689260807208,0.357441557117046
51,train,TP,1,1,0.007,0.993,299,0.4883,7.80110773794098,0.00058699972510153,0.00466472130992917,0.00824825837510883,0.0106613804422201,-0.016374955652256,0.0177974518680249,0.022240054219828,0.0258755082549987,0.0287609813684433,0.102460399911398,1,3.70615819170688,0.000914900200767766,0.00940468429540461,0.0165632381795266,0.021377120251088,-0.0313807166182279,0.0351098388010242,0.0432800939416889,0.0512447591339435,0.0565042643016816,0.203018182486897
52,train,TP,1,1,0.0548,0.9452,299,0.4883,3.8317968939527,0.0103681860350899,0.0109892349305164,-0.016811101757934,0.0187732886221168,0.0283087672962388,0.0375150080224472,-0.0417690962308908,0.0442951064550356,0.0571302347722378,0.148799628144858,1,1.04170779844404,0.0245026885550428,0.0325222281394314,-0.0524332314767038,0.0599110074032307,0.0749523371768493,0.0991506252960941,-0.107193961496799,0.126456256497003,0.160513070245905,0.418381020340053
53,train,TP,1,1,0.1027,0.8973,299,0.4883,0.648501592009183,0.00184601777935492,-0.0146379409842437,0.0149285316642005,0.0483108832516913,0.0553528408448918,0.127054866516552,0.135125652353898,0.180847791883022,0.263844171080379,0.812672814389747,1,0.59089049792037,0.00217835799035987,-0.0151732993335613,0.0155992789851858,0.0499356516375492,0.0597528628269665,0.134380946191038,0.143908845247716,0.192057684932438,0.281600132493592,0.864240460971284
54,train,TP,1,1,0,1,299,0.4883,5.34887918149549,0.00139082611457146,-0.00221636270475385,-0.00340220031403857,0.0131639460676716,0.0169235720525946,0.0379300592098844,0.0393300225754759,0.0395244757082871,0.0419414665666595,0.184585805276352,1,4.04623094432176,0.00187421153510856,-0.00363217861383618,-0.0044667827165797,0.0170528557893425,0.021682037808157,0.0486366048526404,0.0501765319751722,0.0506110669351975,0.0537242094104718,0.235658556975674
55,train,TP,1,1,0.3052,0.6948,299,0.4883,5.24641326212461,-0.00283400600363633,-0.00426650153055821,0.00540361439145844,0.0108789023418298,0.0234514979995756,-0.0248786082824947,-0.0349392941971587,0.0362679666173407,0.0453197584458812,0.0544033297822378,1,3.61614915549409,-0.00397989018675052,-0.00599006535034881,0.00723045089453109,0.0152341768652003,0.0329873266311909,-0.0346320890289332,-0.0488309271255172,0.0508255243087462,0.0638522085322413,0.0766967155403599
56,train,TP,1,1,0.009,0.991,299,0.4883,6.95761939173108,-0.00243850978941321,0.00546350579647367,-0.00694327891753607,0.0108407857763321,0.0109281640798776,0.0234292641232733,0.0300772269391483,0.0311076421335855,0.0352175009773561,0.137682301119097,1,7.63597869319541,-0.0022118888620807,0.00500755619222796,-0.00634958806857958,0.00994776280233577,0.0100088312982062,0.0215142738887391,0.027594264657626,0.0285385957220685,0.0322997198153789,0.126349527445922
57,train,TP,1,1,0.001,0.999,299,0.4883,7.1256404393499,-0.00173779884648914,-0.00214974530429108,-0.00523798336174267,-0.00712037667524203,0.0187900014816546,0.025522399396245,0.0278114337700504,0.0320219506895225,0.0339582055435325,0.12185808669324,1,5.91583187693993,-0.00210317681607027,-0.00281922780075759,-0.00627725221398479,-0.00850001202837064,0.0222735788599577,0.0301886746135576,0.0330268023070761,0.0379748173103428,0.0403066291943811,0.144070833426132
58,train,TP,1,1,1e-04,0.9999,299,0.4883,6.44612112051689,-0.000422884755984861,-0.0010640833992562,0.00649271362419149,0.00748953754781728,0.0247434348790008,0.030627095212154,0.0329187061936227,0.0336231117510681,0.0341744614371945,0.168582092489808,1,5.87346548642443,-0.000610505039804527,-0.00117301323421852,0.00708150421165337,0.00816775657906897,0.0269058241257139,0.0333354629465674,0.03581873206846,0.0365934774156095,0.0371603787762722,0.183279617849322
59,train,TP,1,1,0.0271,0.9729,299,0.4883,1.04364622116835,-0.00479698068007646,-0.0170202746779032,-0.0264284425151705,0.026468079493266,-0.0419999609689564,0.0906905707205355,0.12146040814632,-0.122785878584925,0.15287680304491,0.178464323978001,1,0.544158004691134,-0.0130888874287307,0.0311654210029346,-0.0315262825348379,-0.0322935204092329,-0.0696554351033556,0.130090250328662,-0.174371688353219,0.190065674486213,0.225247741327945,0.255633273316378
