id,train_test,pred_type,pred,prob_0,prob_1,mainvar5,mainvar9,mainvar1,mainvar4,mainvar7,mainvar10,mainvar3,mainvar8,intvar4,mainvar6
83,train,TN,1,0.102,0.898,0.121231649812904,0.152891009495606,0.0992205625857713,0.118557616359248,0.0446504231688707,0.0930459466040324,0.116265531940613,-0.0272681597987387,0.00737455631076749,-0.0738770184753737
84,train,TN,1,0.1269,0.8731,0.029792756087958,0.0369376027096887,0.0211044200386135,0.0289424371164093,-0.00875497993958075,0.0202790631880726,0.0238724823298258,0.00622138515648334,0.00512725402628318,0.0165185190091807
85,train,TN,1,0.1955,0.8045,0.0750360487274434,0.0807969396314111,-0.0449392675216133,0.063607058973674,0.0173023102759825,0.0426906821674871,0.0524102736759457,0.00928052348733084,-0.00236195001127773,-0.0282098358236622
86,train,TN,1,0.3095,0.6905,0.142171676820673,0.158191965344252,0.0917783168117282,-0.116850347951316,0.0571596769334107,-0.0814149592558915,0.108511276915025,-0.0376575842745663,-0.0364369650146227,-0.0585356934707492
87,train,TN,1,0.1738,0.8262,0.0876311996959332,0.0962418018914229,0.0671451246391687,0.0751841571571327,-0.0392804889423104,0.0646852972523279,0.0724111445426421,0.0283946915351226,-0.00917128231879051,-0.0512716477080144
88,train,TN,1,0.3776,0.6224,0.274191536779713,0.306095403330655,-0.201333516951597,-0.264038039007168,-0.0682544598644857,-0.186119470318726,0.222592760074808,0.0303990248718141,-0.00641370280591753,0.148420042745645
89,train,TN,1,0.4556,0.5444,0.0528582126374084,-0.0577904930820069,-0.0487634128084193,0.0521630537741815,0.0133464819917143,0.0422853859746046,-0.0512510453004255,0.0123983157516726,-0.00882610918097142,-0.0371273269149655
90,train,TN,1,0.4898,0.5102,0.270050899143237,0.308994807814532,0.162575355703152,-0.217258509955507,-0.124044882058928,-0.133669258590973,0.176701071758562,-0.0677070290842668,0.0450136939141394,-0.130017338649108
92,train,TN,1,0.2189,0.7811,-0.0674350023497638,0.0690572387085088,0.0547376109798453,0.0575827054270734,-0.0162354802893636,0.0521117717626338,0.0561908276244219,-0.00590488485509866,0.00431077287973196,-0.0215601300774908
93,train,TN,1,0.3822,0.6178,-0.0585145218954348,0.0758295534672527,0.043192291657085,-0.0532374914836089,0.0152621989418454,-0.0302872005844424,0.0450557041752068,0.00869058398719861,0.000928926505987413,-0.0229070644830118
94,train,TN,1,0.0967,0.9033,0.0540026711189664,0.059772824753907,0.0392031896341065,0.0530234166532104,-0.0260298867995896,0.0373986973738522,0.0468220402313128,0.00631520006429659,-0.00283965191934535,0.0357463101959697
95,train,TN,1,0.2333,0.7667,0.0486526303397581,0.0647385964505397,0.0361141083757314,0.0434508756232071,-0.00402807039742756,-0.0315935848713957,0.0375877772144708,0.00182432791202605,-0.000725157451330263,-0.0208165233247163
96,train,TN,1,0.4241,0.5759,0.0594855486344039,0.0682040170346754,0.0431147736211411,-0.0548293082754228,-0.01949494169582,-0.0298831007607321,0.04327336240375,0.0151256720574627,0.00108253955357821,0.0266308874737809
97,train,TN,1,0.2081,0.7919,0.0480943633424675,0.0485567139205269,-0.0368572388481226,0.0474948814844732,-0.0256063468736762,0.0313748007539611,0.0369555205098626,-0.0167188943357018,-3.44678840517163e-05,0.028635009202517
98,train,TN,1,0.2569,0.7431,0.0355679570582954,0.037734353841068,-0.0215916237384731,0.0303537355348256,0.00747048328053463,0.0145085963372352,0.0256714565479089,0.00735844523392274,-0.00439325643311137,0.0121124150665626
100,train,TN,1,0.3442,0.6558,0.0678983080146973,-0.0763845946399697,0.0548726483925101,-0.0675444247024114,0.0238898490084105,-0.0486605786951021,0.0558695953457211,0.0157233565957274,0.00724605631415491,-0.0365479853663648
101,train,TN,1,0.0973,0.9027,0.0744276562413181,0.0751520400432782,0.0566964126951084,0.0678119087578327,0.0357952676439845,-0.03782706674875,0.0575402735655905,0.0138068860825812,0.0112721811365859,0.0359359899274264
102,train,TN,1,0.205,0.795,0.0711603069941932,0.0731132802042043,-0.0636763478427421,0.0697301285289912,0.0154003012022449,0.0491675273164277,0.0641582642743005,0.0113009351186813,-0.00220837159382292,0.0401573539166538
103,train,TN,1,0.4764,0.5236,-0.0577145285109236,0.0584371873107382,0.0404438757928079,0.0452943725144838,-0.0245545212340783,0.0332032814991415,-0.0432863729723012,0.0201765416982267,0.0103717571729853,-0.0325797608694041
104,train,TN,1,0.2081,0.7919,0.07773932836744,0.0777394268785594,0.0471376388761805,-0.0728961682135163,0.0165045386871174,0.0332591115129385,0.0612960608276079,-0.0159867302488208,-0.0008219741492853,0.0198562534278397
106,train,TN,1,0.1172,0.8828,0.0575370167510341,0.0589266743687759,0.0345946951760922,0.0562182589364412,-0.0237475974954767,0.0344105512853848,0.0451738139993053,-0.0186542634011176,-0.0164413553050153,-0.031777355592494
107,train,TN,1,0.2088,0.7912,0.0682785920096539,0.0712973547754848,-0.0398217270838155,0.0576899474665944,-0.0178267639912256,-0.0375573401697634,0.0514113359199925,-0.0143280403579687,0.000178117784122559,-0.0314687645481113
108,train,TN,1,0.3402,0.6598,0.0284235549827521,0.0287248687216655,-0.0129129263964486,-0.0209341075089727,-0.0078917750475542,0.0093576484153769,0.0198479476074349,-0.00612006532314546,-0.00609650288764175,-0.00850072790315533
109,train,TN,1,0.422,0.578,-0.0382849677167619,-0.0439049276095479,0.0289704502615551,0.0381822593153318,0.0104911612300528,-0.027716728110173,0.0342386651733766,0.00795847403354912,-0.00698093141686232,-0.0143456486853734
110,train,TN,1,0.4273,0.5727,0.0595682393697931,-0.060346261778845,-0.038631211303103,0.0573353300526742,0.0154263844861175,-0.0319426761867805,0.0461823095559721,0.0114151357459675,0.00776931867022438,-0.0195867842228433
111,train,TN,1,0.4139,0.5861,-0.180185955255959,0.196119420983068,-0.0916073832961176,0.156930328668793,0.0234723171714807,0.0770080586058858,-0.152409079554554,0.0224034408270216,-0.0119712174533816,0.0365355295332268
112,train,TN,1,0.1627,0.8373,0.126662568551493,0.130064052034211,0.0884371028057107,0.100347588652758,-0.0529199500730877,-0.0705754641683646,0.0924517869329975,-0.0338541885149406,0.0160334989817331,0.0675681840587851
113,train,TN,1,0.3856,0.6144,0.118455779075918,0.11866875857534,0.0869642892850265,0.109440070221863,-0.0498563614548816,-0.0614225819858146,-0.104786350606168,-0.0373099165421936,0.00779642083048861,-0.0582878463006182
114,train,TN,1,0.2755,0.7245,0.0875966388674726,-0.0976085283650005,-0.0745481585225634,0.0856357091061248,-0.0530052553266078,0.0682388159391012,0.083862532091503,-0.0283954001286675,0.00843792758366693,0.0621681648151524
116,train,TN,1,0.2545,0.7455,0.0932426635243055,0.0962428672405395,0.0790144370577577,-0.0896867338839133,-0.032633029282372,0.0754071123402361,0.0853429588748843,-0.0251401989071358,-0.0046619681963409,0.0597700137984195
117,train,TN,1,0.3315,0.6685,-0.0312057860881126,0.0330455005808457,0.0235597308680446,-0.0310964542962471,-0.00643621425268661,0.0234770365589344,0.0238505053436999,0.00484307705200748,-0.00481270924270895,-0.0122177631297753
119,train,TN,1,0.2611,0.7389,0.0465356608850843,0.0485813390403511,0.0380209694651401,0.0399310410872036,-0.0129201133319215,-0.0271562183090923,-0.0391005489951467,0.00982098471696164,-0.00424035471684593,-0.0138199653565987
121,train,TN,1,0.1573,0.8427,-0.0638690158899058,0.0688779361261435,0.0500722097077168,0.0625260424821401,-0.0328903803948636,0.0473000497659826,0.0554308823091191,0.0133696155087168,-0.00523306448517478,0.0442473999803387
122,train,TN,1,0.1759,0.8241,-0.0828796014799638,0.0847540837018053,0.0512633614195795,0.0617023669418986,0.0185800283895605,0.0408488369328083,0.0532127552430611,0.0166818026312664,0.0120191118634537,-0.0239960610580496
123,train,TN,1,0.1808,0.8192,0.0984580137566801,0.102193293461807,0.0428139121495847,0.0966990235379749,0.0351205880831135,-0.039652974923935,0.0939848844309617,-0.0345408166906841,-0.000878765911128057,-0.0356255384099107
124,train,TN,1,0.2141,0.7859,0.353953743652866,0.446102274885752,-0.189189692656788,0.245020804373987,0.0985882416136491,-0.16711884355072,0.191632047339921,-0.0509122334981404,-0.00211217054900737,-0.128966224092309
125,train,TN,1,0.2275,0.7725,0.0727308412212814,0.0858039971841228,-0.0366370386898214,0.0688878604539913,0.0164622926509984,-0.0342639500769488,0.0389340279353994,-0.00530036342163512,0.0047826018474754,-0.0310668253375328
126,train,TN,1,0.2092,0.7908,0.0730822422739289,0.0732754293387559,0.0583457921755406,0.0665467827894941,0.0431414255238189,0.0580481383351257,-0.0634941109610853,-0.0181595482142957,0.0014563588208053,0.0512293667312119
127,train,TN,1,0.2907,0.7093,0.0783942658552124,0.08179099630473,-0.0459044778099875,0.0624230323888986,-0.027082566064275,0.0387681657195703,-0.0555186082192028,-0.0269692106074772,-0.000233662506504614,0.0369791089455846
129,train,TN,1,0.3674,0.6326,0.125235404390872,-0.134966712353336,0.104063135628425,-0.121921735783461,0.036716518579242,0.10127394237086,0.104762836009365,-0.0319493179348636,0.024333990998081,0.0813740578488281
131,train,TN,1,0.3292,0.6708,-0.0875528658718705,0.0962930916348139,-0.070422687707058,0.0763124744273043,-0.0446728211794063,0.0628901982769393,0.0715527520721373,0.0173025872208983,0.0166217746684495,-0.045359231049678
132,train,TN,1,0.3182,0.6818,0.145289088905801,0.146609101725402,-0.0839094240715995,0.0986787461761866,0.0547269360039045,-0.0739226281919259,-0.0865468852402088,0.0386653312384006,0.0252873067208969,-0.0603501192104415
133,train,TN,1,0.4227,0.5773,0.0673834883881487,0.0744273164238869,0.0415397346887047,-0.0601791767047947,0.0146410387596101,0.0373984917069207,-0.0468954014618254,-0.00646236540753069,0.000953917040889746,-0.031348166058126
134,train,TN,1,0.1872,0.8128,0.0454767062453965,0.0611462209777693,0.0253399810027957,0.0289906948160407,0.00965721850584733,0.0251219566335651,0.0261047360502849,-0.00836180305363979,0.00823454330128887,0.0169721045044363
135,train,TN,1,0.2654,0.7346,0.0571493124995701,0.0599458950185659,-0.0295391381675699,-0.0384223872619027,0.0259598114153465,0.0275963469841122,-0.0373822280847175,-0.0188110707428016,0.00951997786724781,0.0270253328682221
136,train,TN,1,0.1986,0.8014,0.135485706354802,0.158599119722648,0.033666083502684,0.108433498492313,0.0123530479216625,0.021790087341889,0.0494468133168842,-0.00939880043550023,0.00936541400378963,0.0186791485337092
138,train,TN,1,0.4203,0.5797,0.0425562774935082,-0.0479491308076578,-0.0283255718424289,0.0329022915674206,-0.0164881488756048,0.0255132909872638,0.0300803381868841,0.0161231313938316,0.0150933828334696,-0.0199253634755514
139,train,TN,1,0.4852,0.5148,0.0241567301697863,-0.0244205607931326,0.0187283980539602,-0.0221238808550984,0.0040357692529582,0.0147157313113191,0.0201451741910139,-0.00223025225180064,0.00159314323938115,-0.00657914422546616
140,train,TN,1,0.3063,0.6937,0.335172034780449,-0.341470756155667,0.240498368231931,0.280138088068891,-0.0944363711484551,0.20454675766845,0.243583038026754,0.0740540480245144,-0.0702852049455302,-0.147647096021124
141,train,TN,1,0.313,0.687,0.0479545085785412,0.0507325294461067,-0.038458736421329,0.0465079321699207,0.0166100568506275,0.0299613809726728,0.0407759669274624,0.00870679625710805,0.000967845001162032,-0.023814504242054
142,train,TN,1,0.1926,0.8074,0.0738807682983556,0.0753788853775077,0.0515401010529317,0.0631102041193545,-0.0153113747238595,0.0475490318013226,0.0630846296979891,0.00692940260858783,-0.00673348637045079,-0.0458582950170134
143,train,TN,1,0.1578,0.8422,0.069252138419312,0.0710276813627394,0.046454944691927,0.0583530382041732,-0.0157663710063611,-0.0449418654192274,0.0511395272952741,0.0115947859024001,-0.00756078886258764,0.040561558505051
144,train,TN,1,0.1395,0.8605,0.0648536581889462,0.0720966438268613,0.0578804062965762,0.0628742363554913,-0.0175923697235164,0.0577166414691493,-0.05837823552997,0.012460427266342,-0.00118375506508738,0.0341326177380429
145,train,TN,1,0.1101,0.8899,0.080772133579706,0.0822280134080346,0.0612662837245449,0.0673677921241178,-0.0350099518690027,0.0606590104987888,0.0661110547152151,-0.0338408298862916,-0.00868516583678482,-0.0457547627109822
147,train,TN,1,0.0771,0.9229,0.0316018823060631,0.0345243294989053,0.0254478702236678,0.0292561732324887,-0.0114840321032163,0.0244496326708676,0.0274227876487884,0.0101631275058069,4.6692231473293e-05,0.0241654513048162
