id,train_test,pred_type,pred,prob_0,prob_1,mainvar8,intvar8,mainvar9,mainvar7,var14,var64,intvar7,var67
76,train,TN,1,0.0236,0.9764,0.085351417522805,-0.0260714565546411,0.0270395332530275,0.0884471558636729,-0.000566816050137579,0.00761636590698824,-0.0121076018386234,-0.00861760330848518
77,train,TN,1,0.0021,0.9979,0.0396177518678075,0.0090545648552018,-0.0150186291918343,0.0517538157937447,-7.32571931846795e-05,-0.00385380795630511,-0.00751643832757282,0.00410655204668148
78,train,TN,1,0.002,0.998,0.179075047537163,0.0359769038245176,0.0366953599223541,0.208110574922957,-0.00507109529372726,-0.0158888979922256,-0.0242387416758417,0.0201895909744422
79,train,TN,1,0.0616,0.9384,0.0889032755563274,0.0125547322672364,-0.0578986051253101,0.0920083363095887,0.00579406323662796,0.00638446150559253,-0.00988510822769524,0.00865669858114012
80,train,TN,1,0.0231,0.9769,0.112803017432668,-0.0437412616139924,0.0919591358714182,-0.160613666984203,-0.00422498310550722,0.00503883504856383,0.0229361430938273,-0.0132023065842797
81,train,TN,1,0,1,0.156538660139846,-0.0269236198601307,0.123085912126614,0.190991463687,-0.00156657534735196,-0.00510392556261834,-0.0202239352414132,0.0127256505412784
82,train,TN,1,0.0297,0.9703,0.0567621110849252,-0.0162475173372886,-0.0338544714040414,0.058216547613597,0.000503157396513525,0.00599516840207635,0.0113080348745306,-0.00749591327417602
83,train,TN,1,0.0254,0.9746,0.100184134359264,0.0146192911487414,0.0708053952655482,-0.118944459525479,0.00203472459541697,0.00771102000280914,0.0143632842954335,-0.0131164837976168
84,train,TN,1,0.1105,0.8895,0.107420934099504,0.0294514892373915,0.0462558258070234,0.167988060413258,-0.00174178354749283,0.0117164439257312,0.0256373124383766,0.0130263996589966
85,train,TN,1,0,1,0.0722570286594418,-0.0267476676350665,0.0586656989154178,0.0809285661460087,0.00594181624911834,-0.00595817174453584,-0.0107897082887748,0.00672455080392343
86,train,TN,1,0.0316,0.9684,0.059240075368486,-0.010577091484986,0.0448170377162869,0.0673033418686801,0.00490736595565093,0.00503380666683656,0.0067190847921934,-0.00610845619405601
87,train,TN,1,0.0011,0.9989,0.0760790315006138,-0.030193437927896,0.0636286898029434,0.0991153083826997,0.00307780382047661,0.00720133822696962,0.00883061849804959,-0.00847674925972254
88,train,TN,1,7e-04,0.9993,0.0662898616508577,-0.0183026190762678,-0.0188510550909351,0.0716009235921605,0.00635231033701614,0.00686836382722537,-0.0120332928654782,-0.00915415787456742
89,train,TN,1,0.0193,0.9807,-0.132005118510474,0.0783343004311495,-0.120980873583556,0.358380261957581,0.0152514330221016,-0.019586053050654,0.0621600072039415,0.0329137325023954
90,train,TN,1,0.0116,0.9884,0.244788618843414,-0.0994123026629584,0.152351674551015,0.278722018003882,0.00109457390420421,0.0313365033621393,0.0463453722408417,0.0371316390705388
91,train,TN,1,0.0218,0.9782,-0.103838054355966,-0.0472661202434686,0.102868577230579,0.346298744607701,0.000315001883467043,0.0209220532048896,-0.038877698806327,0.0314365230788077
92,train,TN,1,2e-04,0.9998,0.204773539820334,0.0396564289932591,0.0482324742055085,0.21716150927335,-0.00603274090818935,0.0136284140427695,-0.0345416521612286,0.0151213688422177
93,train,TN,1,0.0012,0.9988,0.0787617370872789,-0.0275639195580046,0.0561908759164347,0.087077218671864,0.0045642955478735,0.00529538207132416,0.018246981921576,-0.00848383306117285
94,train,TN,1,0.0202,0.9798,0.269650804670184,-0.128484947537332,-0.148147615686146,0.925858813817524,-0.0276769321205091,-0.0297883750770436,-0.0473338141880176,-0.0347965715423436
95,train,TN,1,0.0845,0.9155,0.104634340986983,-0.0133135087324213,0.0808822135763145,-0.107217082045453,0.00487521339505489,0.00849897813121812,0.0113035906774137,0.0103054491209247
96,train,TN,1,0.0468,0.9532,0.111622942322977,0.0260489461623491,0.0577289171105715,-0.142347287974178,0.00160940441728126,0.0126350371040617,0.0153372038434985,-0.0149924825502415
97,train,TN,1,0.0125,0.9875,0.0610681998242943,0.0129596346002201,0.0441386393910312,0.0622814508854672,-0.000398306399832902,0.00472542774430682,0.0127863170695305,-0.00760353263156088
98,train,TN,1,0.0351,0.9649,-0.121912925949917,0.0281860738429364,0.0851948039319769,0.160721037697912,-0.00108226681296645,0.00756164775167774,0.0205420322998239,-0.0192043803239731
99,train,TN,1,0.0164,0.9836,0.132418082348403,-0.0495884687653673,0.113216507258638,-0.163992803858398,0.0133700145674445,-0.0184661276025103,-0.0238826222482713,0.0235481139943182
100,train,TN,1,0.0023,0.9977,0.134078919449861,0.0368865975108843,-0.0670100533750085,0.15068406235518,0.00787725355234172,0.0133374568841409,0.0325088918054756,-0.0208894941227783
101,train,TN,1,0.0079,0.9921,0.0959287847244531,-0.0142248490844197,0.0719780785863417,0.104676320486612,0.00110747357310707,0.00440599088806475,0.00938222275643724,0.00788815763359804
102,train,TN,1,0.0055,0.9945,0.165750433872963,0.0484135559153922,-0.0840772835404227,0.174309177498693,0.0110828273055995,0.0167978575031385,-0.0246289280615621,-0.0183913337552106
103,train,TN,1,0,1,0.101952421611431,-0.020207342260295,0.0805738337529672,0.123680165244536,-0.00757139973618877,0.00870036379843185,0.013609978360542,0.0100153741793633
104,train,TN,1,0.0015,0.9985,0.202896462661128,-0.0891190381719189,0.184384200607279,0.249386427642567,-0.0240445604134839,0.029878147292317,-0.0416720882286201,0.0361909784377228
105,train,TN,1,0.0073,0.9927,0.189512835092063,0.0577057312080117,0.158669510761599,0.224274466865998,-0.0100581213121465,-0.0110237838850604,-0.0217840947703862,0.0136763134503021
106,train,TN,1,0.0184,0.9816,0.075532741731998,-0.021896556567027,0.0486026996784109,0.0813075220372677,0.00114650767625993,0.00313695261678976,-0.0125087632899797,0.00394049262856414
107,train,TN,1,0.002,0.998,0.0600719109172637,0.014480899850966,0.0517018347743636,0.0638060372598763,0.00124338464575956,-0.00210876693474538,0.0142458995582049,0.00972054634454595
108,train,TN,1,0.034,0.966,0.0765125615890959,-0.0253822331738074,-0.0441568639105007,0.158058654380654,0.0118541947345811,-0.0128934635947705,-0.016571867273136,0.0137596889261382
109,train,TN,1,0.0012,0.9988,0.0774838920586713,-0.0311277713604132,0.0531177646201329,0.100140325442772,0.00293723914832604,0.00642635597878863,-0.0159041553673499,-0.00786179739710726
110,train,TN,1,0.0046,0.9954,0.0543896357156745,0.0116191977418451,0.0417849448277658,0.0603683862737943,0.00302947716768983,0.00566348367918669,-0.0100413684933484,0.00602445766053911
111,train,TN,1,0.0055,0.9945,0.0630038744330696,0.0412934536048476,0.04139140236733,0.287352143440638,0.00076175389185292,-0.0165194313196046,-0.019002008898952,0.0169225699428667
112,train,TN,1,0.1536,0.8464,-0.0774202760512793,0.0213263790246753,-0.0693148612068624,0.0801089277157244,0.00804690759074008,0.0101977232615805,-0.0167802891347003,0.0135432884688336
113,train,TN,1,0.0016,0.9984,0.11642618508102,-0.039142181955668,-0.050453436929735,0.141879038203262,0.0135783427729191,0.0138767850106771,-0.0249765391024155,-0.0178527358609992
114,train,TN,1,0.0119,0.9881,0.0481476193157697,-0.0167711380507749,-0.0382966260864639,0.111908727656216,-0.00208461780507315,-0.00310852653135911,-0.00991759856101328,-0.00781628278966046
115,train,TN,1,0.0095,0.9905,0.0415597814664972,0.00889327500012101,-0.0100700072706382,0.0420396495789959,0.00197085150501901,-0.00319781876330343,0.00433756340436758,-0.00378578136207816
116,train,TN,1,0.111,0.889,0.117792480351816,0.0281126871583223,-0.0554391514871608,0.186903552476803,0.00383332559934282,-0.0107535216314934,-0.0280909714725353,0.0129970942315466
117,train,TN,1,0.0447,0.9553,0.099512690543817,-0.0342069154060234,-0.0625348120640465,0.10179700955629,0.00101291098698706,0.00657278011336092,0.0196654525043492,-0.01111824655449
118,train,TN,1,9e-04,0.9991,0.1107728264894,-0.0418229500345662,0.0947013482114493,0.122932790896144,0.00477563782811725,-0.0151914505393385,0.0256319779656411,0.0168089169437033
119,train,TN,1,0,1,0.0758314692701285,0.0248350391228414,-0.0282117269176931,0.0876531211146841,0.00344943354665632,0.00441241205856809,0.0184838304635316,-0.00670916780063027
120,train,TN,1,0.0106,0.9894,0.368787337208606,0.111847695366538,0.143442027458948,0.447467687751843,0.0064001121609741,0.0450296795316532,0.0782679383368245,0.0530746038434659
121,train,TN,1,0.0078,0.9922,0.0981936093082937,-0.0247697020372072,0.0549053834594684,0.100108557501747,0.0100561160554117,0.0101014590100469,0.0166398563233196,-0.0116603685026695
122,train,TN,1,2e-04,0.9998,0.100386480826826,-0.0204820871558394,-0.0244442559116796,0.119112549691649,-0.00232049390079706,0.00605099255707243,-0.0148968481149876,0.0123900938781189
123,train,TN,1,0.0026,0.9974,0.326882164851913,0.0884137224991265,-0.147538484288383,0.367796502039032,-0.00432215900133885,-0.0529033004924059,0.0749335224937415,0.0574192787372233
124,train,TN,1,0.005,0.995,0.0697744976675227,-0.0158657149090769,0.0220873770604534,0.0865786528200622,0.00181473807132652,-0.00217922595845674,0.00948542087625474,-0.00797669650614557
125,train,TN,1,0.0212,0.9788,-0.306405204451858,-0.131047904965753,-0.135671806424978,0.369941200082756,0.0241714584725942,0.0255370271252009,-0.0576872642927981,-0.0564180341156184
126,train,TN,1,0.0029,0.9971,0.211949514992762,-0.0654555296712492,0.0800551565906352,0.230433935052844,-0.0195652931612327,0.0218338716973649,-0.0334144861004341,0.0237213227667525
127,train,TN,1,0.0325,0.9675,0.038057757331345,0.010171347344505,0.0367683607566928,-0.0601910466392099,0.00358040100979156,0.00469921691569136,0.0062459334575507,0.00599606362705555
128,train,TN,1,5e-04,0.9995,0.0534728199277782,-0.0165410718686433,0.0462075380656202,0.0654174252348205,0.00224760075277861,0.00569695417925806,0.0117219351045279,-0.00630372875948299
129,train,TN,1,2e-04,0.9998,0.0704688319276977,-0.0151482971140588,0.0532941000082781,0.0781325181543912,0.00314222240359012,0.00718738761547393,0.00893782168164111,0.00760010392557426
130,train,TN,1,5e-04,0.9995,0.0651224142471332,-0.00874439369823864,0.0518073359701255,0.0659278128505107,-0.00329111553173216,-0.0038664089247962,0.00521650361255975,0.00398633061075684
131,train,TN,1,0,1,0.080314683614259,-0.0170021593680504,0.0756600294441943,0.107388093360704,0.00845935044798137,0.00965266012931771,-0.015793428446028,-0.012171697969101
132,train,TN,1,0.0707,0.9293,0.0859503460213746,-0.0265163728985432,0.0573040303735339,-0.0911704270927883,0.00580741041171223,0.00773202689174058,0.0106819822571368,-0.007882363986926
133,train,TN,1,0.0014,0.9986,0.185189989424354,0.0395850657269455,-0.0694953449038341,0.350696810589559,-0.0080881751556045,0.0176915944161266,-0.034800586629088,0.020040260639917
134,train,TN,1,4e-04,0.9996,0.0983476582824385,-0.0387259680196303,0.0872337101302887,0.119676893735403,0.00936750479692906,0.0100582624257933,-0.016030562169379,-0.0149062933388862
135,train,TN,1,0.003,0.997,0.267779369133441,0.0621798153838353,0.188050924312517,0.282558618438324,-0.00567477339401854,0.0212075617755067,-0.0524641101917369,0.0224784739078778
136,train,TN,1,2e-04,0.9998,0.0687729798239373,-0.0145580838130398,0.0649810669796838,0.0915968530500739,-0.00259909590949446,0.00314012645273752,0.00629136825529447,0.00475379958023697
137,train,TN,1,5e-04,0.9995,0.0731236011137265,0.0167131139384392,0.018326592835099,0.0780638789101543,0.00348137517935284,0.00353682757203318,-0.00626783965979444,0.00522156817023785
138,train,TN,1,2e-04,0.9998,0.273729507520545,-0.133989486146667,0.246359262811638,0.353582590518616,0.00805373719998241,0.0406939150864311,-0.0657760142377627,0.0627013989480036
139,train,TN,1,0.0108,0.9892,0.0642149537206221,0.0175430443020172,0.0357222673516368,0.0739363989753457,0.00261824606876541,0.00361633743652091,0.0128403443001655,0.00876163965489875
140,train,TN,1,0.0071,0.9929,0.0871366551549509,-0.0267961081158669,0.0433436933774672,0.0944130654189779,0.00547545600942104,0.00788960956445353,0.0182998087346231,-0.014781718835747
141,train,TN,1,0.0116,0.9884,0.210288789747714,0.104224716110699,-0.107724191638097,0.305015902023575,0.0160449268073555,0.0362607043091187,-0.0586550835512014,-0.0585331357799215
142,train,TN,1,0.0874,0.9126,0.242237751855532,-0.0890491652283508,0.173197378450911,0.404553975637737,-6.31909383299393e-05,0.00507377606269092,0.050823455695844,0.025870748323729
143,train,TN,1,0.0375,0.9625,0.0640898128291503,-0.0271618649483981,0.0600180200360964,-0.0929054010391859,-0.000854807918440647,0.000898126650983973,-0.0104521584083463,-0.0076587288665334
144,train,TN,1,0.0085,0.9915,0.0751632415963948,0.0306546854617417,0.0582063133112789,0.166748623349975,0.00871792125935689,0.0151818900159035,0.0198112297498257,-0.0165173353107235
241,test,TN,1,0.3856,0.6144,-0.0752832218463406,0.0230553457639359,0.0274096023392124,-0.164969695678539,-0.00423572064591635,0.00667137172110989,0.00843072730629008,0.00777131625460786
245,test,TN,1,0.3392,0.6607,-0.0365441960167044,-0.0134354762599023,-0.0264569216351426,-0.0897109388660261,0.00149960781395121,-0.00151673977017439,0.00747919577939998,-0.00678098886114518
248,test,TN,1,0.3777,0.6223,-0.0611003045240596,0.0131111121430738,-0.0449507158363344,-0.066174206430688,-0.00409425216664891,0.00436791583642254,-0.012386414596229,0.00869250637578846
253,test,TN,1,0.4907,0.5093,-0.206986436040267,0.027229462307312,0.0463129180542097,-0.236263192805812,0.0149163611231754,0.0180006851337563,0.0254605369894405,0.0184084576870071
257,test,TN,1,2e-04,0.9998,0.0474010667094018,0.00568953776686839,0.0381081924979812,0.0491413191933975,8.73300551377563e-05,0.00155181346089572,-0.00556553294423866,-0.00412749918673934
258,test,TN,1,0.0048,0.9952,0.435757810187299,0.135205408516391,0.304691810847583,0.605606278326998,0.00735489989693688,0.0852461591852501,0.105471878790353,0.095025764957289
259,test,TN,1,0.0122,0.9878,0.149714595522568,-0.128599689476026,-0.131858552292316,0.406321768720954,0.00715362855554299,0.0154250863027367,-0.0714410624044685,-0.0614081770581265
260,test,TN,1,0.0031,0.9969,0.0708335879906634,-0.0211421518804924,0.0347254343705774,0.0713644839990853,-0.00640558546494775,0.00643626994241501,-0.00791730025023065,0.0072504995751695
261,test,TN,1,0.0019,0.9981,0.0741316515061354,0.0185001512068685,-0.025785404629773,0.0875298769056219,0.000692741401773129,0.00270242974892941,0.00452777424435683,0.00309435023736878
262,test,TN,1,0.0077,0.9923,0.0897110914583152,0.0277306066643438,-0.0352682780777579,0.121012935409848,0.0100150546784053,0.0103919316512991,0.0194639757802547,0.0110102732127204
263,test,TN,1,0.0124,0.9876,-0.0594388757781525,0.00992153349023644,0.0291935457371031,0.0990021432363759,-0.00090944079193321,-0.00169255230776788,0.00835125100045217,0.00783841767679353
264,test,TN,1,0.1031,0.8969,0.0626276569191369,0.0152448151883085,-0.0444318228156554,0.0648906675680267,-0.000486019472831084,0.00592354202476696,-0.00967172408152045,0.00897736727574183
265,test,TN,1,5e-04,0.9995,0.0751473983831897,-0.0313067993805505,0.068491805952035,0.100708278263423,0.00272529963984192,0.00742470593593661,-0.0131961999967408,-0.0119098953448353
266,test,TN,1,0.0268,0.9732,0.13615115308805,0.0302104406507798,-0.0887963607597841,0.141930983010512,0.00866993027023404,0.00956574223265326,0.0250667788336709,0.0137461172166694
267,test,TN,1,0.0074,0.9926,0.116099238132801,-0.0339688578074373,-0.0515478031406337,0.161929668922165,0.0115904015046629,0.0160147001495798,-0.0247234213912398,-0.0231495728868514
268,test,TN,1,0.0146,0.9854,-0.133862237591964,0.0443633402328487,-0.102925692436155,0.28828145693506,0.0132741947660627,0.0320186670277786,-0.0433945741490751,0.0322688136684995
269,test,TN,1,0.0024,0.9976,0.258202655405511,0.100651985112264,0.243727057720959,0.403707710059496,0.0268180912806571,0.0338131505824942,0.09829505974093,0.065960852910457
270,test,TN,1,0.0074,0.9926,0.196564467672898,-0.107215967953865,0.185196113453669,0.353194432843819,0.00842897205551168,-0.0155143862388969,-0.0651694068537128,-0.0482500159292091
271,test,TN,1,0.0026,0.9974,0.326813490031506,-0.129934716224343,0.321901299309419,0.648609472213869,-0.0144039645226087,-0.0630440975556681,-0.0963700890028636,-0.072335548621562
272,test,TN,1,0.0075,0.9925,0.35324030620412,0.0762521216515038,-0.130693006286881,0.380915439208906,0.0113129293559362,-0.0191977813293251,0.0726737176511268,0.0405474450122068
273,test,TN,1,0.0022,0.9978,0.0758913040270235,0.0203127929947312,-0.0233290983260796,0.0850279985036417,0.00480369711177771,0.00769575490183523,0.014061451942248,-0.00780403112345225
274,test,TN,1,0.002,0.998,0.314196696342791,-0.1493896337112,0.269112254025237,0.441028991102419,-0.00263624527729409,-0.0127095587284337,0.0716830669219089,-0.0528967338358513
275,test,TN,1,0.0074,0.9926,0.0584812529891689,0.0134922124305623,0.0150158361119118,0.0610602692282072,0.00291157903670386,0.00368721238371063,-0.00982836426003163,0.00625706778969191
276,test,TN,1,0.0128,0.9872,0.0243101733798799,0.0218359170834043,-0.0227445018634704,0.113126946357644,0.00853745881910067,0.00892072032262183,-0.0110518850648175,-0.0107356471750908
