id,train_test,pred_type,class,pred,prob_0,prob_1,knn,nbd_bal,lambda.1se,var14,var64,var67,intvar7,intvar8,mainvar9,mainvar8,mainvar7,total_local_score,opp_class,opp_lambda.1se,opp_var14,opp_var64,opp_var67,opp_intvar7,opp_intvar8,opp_mainvar9,opp_mainvar8,opp_mainvar7,opp_total_local_score
19,train,FP,1,0,0.768,0.232,299,0.4415,1.5986201095866,-0.00745442972476266,0.0135294054911958,-0.0136812637504263,-0.0149679924262058,0.0150680735101699,-0.0242569456395815,0.119675665302813,0.147504649579839,0.235417162343042,1,1.5986201095866,-0.00745442972476266,0.0135294054911958,-0.0136812637504263,-0.0149679924262058,0.0150680735101699,-0.0242569456395815,0.119675665302813,0.147504649579839,0.235417162343042
20,train,FP,1,0,0.6551,0.3449,299,0.4415,1.27479343504913,-0.00116461635196879,-0.0114035322223501,-0.0154641005366866,-0.0266946400082495,-0.0390545572418828,0.0703911086113205,-0.082809517098472,0.179838138016559,0.0736382831682699,1,2.2277377318917,-0.000769016130708224,-0.0071242676053559,-0.0101276583634154,-0.0165020260883921,-0.0238761217201042,0.0453329524245897,-0.0530063039711248,0.111118235588674,0.0450457941341634
21,train,FP,1,0,0.7192,0.2808,299,0.4415,0.17215874152269,0.00950357855173119,0.0181975503014509,0.0217923482863217,-0.0594713890686738,-0.0783829961815059,-0.114256248532483,0.335770028256068,0.557795215446069,0.690948087058979,1,0.274125401849835,0.00486134472887041,0.00668225273005823,0.0220859217705715,-0.0459434850350056,-0.0560814765846888,-0.087498109485175,0.290210793544346,0.432708116360316,0.567025358029292
22,train,FP,1,0,0.6557,0.3443,299,0.4415,6.77191238270475,-0.0027253002930816,-0.00329960944679922,0.00469954590643498,-0.00520008177633102,-0.00528594844141345,0.016955942467853,0.0312649300160493,0.0363686511592681,0.0727781295919801,1,3.21720701646235,-0.0053555109319538,-0.00623389590946953,0.00955293753796378,-0.0104138045561719,-0.0106047288157628,0.0327293472430373,0.0614794463584838,0.072401309256712,0.143555100182839
23,train,FP,1,0,0.7311,0.2689,299,0.4415,1.51926418978257,0.00856146618611682,-0.012186538965274,-0.0250553796949491,0.0289189082114282,-0.0337906740112608,-0.034300243953703,0.0389302002247932,0.153139260734432,0.124216998731583,1,0.497490528084264,0.0109187001827021,-0.0266603230898148,-0.0695006713940508,0.0700768239648103,-0.0784478553378391,-0.0786722344385702,0.0875891688379257,0.365199639052991,0.280503247778154
24,train,FP,1,0,0.6944,0.3056,299,0.4415,3.38867634240293,0.00049330295657037,-0.002161684932871,-0.00438385241093509,-0.0058546923063713,-0.0137479166909225,0.0418239968440026,0.0530808486704877,0.0594386775877122,0.128688679717673,1,1.4668770945116,0.00234902585695837,-0.00387107290367901,-0.00803307495407032,-0.0127428494841537,-0.0271114416529778,0.0811831084304705,0.108135670772329,0.116979034306178,0.256888400371055
25,train,TN,1,1,0.4854,0.5146,299,0.5619,1.48318196908047,0.00352673968869115,-0.00404021741807377,0.0104398427524112,-0.011691673697893,0.0184809215902572,-0.0426676839814437,-0.114142001686012,-0.122034760534011,-0.262128833286074,0,1.78649793260541,0.00283530310194242,-0.00358404802229623,0.00919836608590182,-0.00973819842921976,0.0161871447392931,-0.0365647871007962,-0.0979103644095927,-0.105782856593589,-0.225359440628357
26,train,FP,1,0,0.6912,0.3088,299,0.4415,0.249445205631819,-0.000457459747325981,-0.00140239804379532,-0.0243874384534252,-0.0494957880516829,0.0724412056020114,-0.225278343854723,0.335447701615233,0.356760080897664,0.463627559963956,1,2.32633433636207,-0.00254214019399871,-0.00386413210650749,-0.00717276023395412,-0.00992730529102853,0.0143409070855559,-0.0612710074297259,0.0709661777943652,0.0921842595764502,0.0927139992011566
27,train,FP,1,0,0.707,0.293,299,0.4415,2.50750037753462,0.00622858797309726,-0.00778855278270707,-0.00990539400638852,-0.0149127897473567,0.0205651757395345,0.0539041438964564,0.0912896612897915,0.106556642345079,0.245937474707506,1,0.821093326217158,-0.019854558631883,0.0231502245836343,-0.0240869732934315,-0.0403669497717921,0.0551757778007434,0.125704905591586,0.221774373229797,0.260833301807299,0.602330101315954
28,train,FP,1,0,0.7772,0.2228,299,0.4415,2.12164847305682,-0.00269061817351407,0.00610357272790987,-0.00695398312034024,-0.00846327673866385,0.013122685664754,0.0283157033655785,0.0914350702316745,0.106751264331618,0.227620418289017,1,0.156805141172174,-0.0182289511572919,-0.0522753940741428,0.0755984089859693,0.0776597084638666,-0.082628679395187,0.180280246227169,0.455149624734782,0.5278266982111,1.16338166199627
29,train,FP,1,0,0.704,0.296,299,0.4415,0.686937081817178,-0.00209255049239568,-0.0203032321457689,0.0229281172492822,-0.047518023153484,0.0731461274369231,-0.11765404806883,0.210512468705674,0.262926335812369,0.38194519534377,1,4.41568178889474,-0.0018178139933418,0.00357999543781377,-0.0049938150019064,-0.0124701705623702,0.0150274918697659,-0.0289999197695716,0.0482288390632184,0.057100850627532,0.0756554576711401
30,train,FP,1,0,0.5384,0.4616,299,0.4415,1.7412331914643,0.00187489992295217,-0.00404256267287077,0.00926716061806493,0.0169836460988126,0.036831161188146,-0.0514706988939905,0.0848448838617772,0.151027786350855,0.245316276473746,1,2.30180780487149,0.00141024245266928,-0.00302287783618569,0.00684893831584936,0.0135341914036166,0.0286833821273738,-0.04049833296263,0.0670670735156117,0.118258396283638,0.192281013299943
31,train,FP,1,0,0.8205,0.1795,299,0.4415,2.33682452664416,-0.00797566099256432,0.0113218871290884,-0.0122285363678763,0.0146804632061448,0.0241485986553125,-0.0270120100977499,0.0419569448557833,0.0788530465848878,0.123744732973026,1,0.921691745783243,-0.0147345178622445,0.0263206274296003,-0.0272967675221117,0.0323209851601621,0.0531134412260569,-0.0549553931704066,0.0855531838923569,0.173982100652989,0.274303659806402
32,train,FP,1,0,0.5651,0.4349,299,0.4415,2.76487470443602,-0.00539680268428872,-0.00754302008605814,-0.00821069554020349,0.0114860275651189,0.0210694818823879,0.0572023908037067,-0.0573701487953422,0.07218612390923,0.0834233570545509,1,2.76487470443602,-0.00539680268428872,-0.00754302008605814,-0.00821069554020349,0.0114860275651189,0.0210694818823879,0.0572023908037067,-0.0573701487953422,0.07218612390923,0.0834233570545509
33,train,FP,1,0,0.4993,0.5007,299,0.4415,3.71248899911567,-0.000958604361354408,0.00334932219747554,-0.00488647738746557,-0.0139162466578547,0.0150180375919341,0.0243871531492961,0.0550054842791233,0.0558771823575466,0.133875851168701,1,0.398078026582565,-0.0161472823393456,-0.0251997279061089,0.0319822599641105,-0.0629632779308781,0.0895679235999291,0.100321772483447,0.266465167967693,0.310496680193914,0.69452351603276
34,train,FP,1,0,0.8279,0.1721,299,0.4415,3.05075588208027,0.00362319997337804,0.0040795099227148,-0.00483631193653679,0.00490019794546694,-0.00601806445959332,-0.00718484483000436,-0.00882805241021276,0.0561990979306926,0.0419347321359052,1,1.59066664538303,0.00523419589464555,-0.00766838568483359,0.00809894701422793,0.00953906797771617,-0.0102886518951112,-0.0114059941210061,-0.0162910306736765,0.100851663851843,0.0780698123638056
35,train,FP,1,0,0.534,0.466,299,0.4415,0.521071197944762,-0.0249208612586226,-0.0264610538827572,-0.030508544441028,-0.0525505697022414,-0.0619653827093481,-0.0875126589035692,-0.14618731264628,0.307017258352439,-0.123089125191408,1,3.67605429130964,-0.00514737810884071,-0.00599217559345047,-0.0070539613386698,-0.0102727395635033,-0.0135216734360697,-0.0170130606107802,-0.0366541424039761,0.0602389706112263,-0.0354161604440641
36,train,FP,1,0,0.6737,0.3263,299,0.4415,0.565781773450408,-0.00791129162717266,0.0300658901073158,-0.0304090072610339,0.039658715878412,0.0735433132293428,-0.168218640565238,0.249320896541124,0.292511307768039,0.478561184070788,1,0.820852479270322,-0.00814491210482698,0.0210010845236614,-0.0231501279586358,0.0312375361239707,0.0562951193791551,-0.134346296078325,0.193581381306177,0.22804807189116,0.364521857082336
37,train,FP,1,0,0.7056,0.2944,299,0.4415,1.00763670500776,0.00695767048647593,-0.0157207493671575,0.0203369443841266,-0.0205446013808423,0.0283988447806942,-0.07871600338596,0.166597885422041,0.191403475055086,0.298713465994463,1,1.21370197847655,0.00583967051606872,-0.0140270836478501,-0.0176826278835945,0.0178466538471301,0.0238920484105375,-0.0694246095301674,0.144393411861753,0.168007260343429,0.258844723917306
38,train,FP,1,0,0.6902,0.3098,299,0.4415,1.73641979260703,0.00195005673019395,-0.00198622260804652,0.0123883964816871,0.0158956298735327,-0.0251740986367146,0.0347554755664777,0.0722238986287228,0.0907638492930204,0.200816985328874,1,0.357096867595658,0.00290957527530886,-0.0212464688696158,0.0439169252441429,0.065031999499079,-0.0794030833167159,0.112536053588828,0.204555580959161,0.301727835919605,0.630028418299793
39,train,TN,1,1,0.3437,0.6563,299,0.5619,0.144830361795452,-0.0350378764288375,0.0443900606714647,0.0682005080606859,-0.0766114337704451,0.082871101659919,0.142239382191387,-0.405739364024785,-0.52535412774733,-0.705041749387942,0,0.485413824530068,0.00155720734734687,0.0201750795826455,0.0235078668719495,0.0421069604545588,-0.0623071802182997,0.070539538108969,-0.25647978090585,-0.268079742353223,-0.428980051111902
40,train,TN,1,1,0.3716,0.6284,299,0.5619,3.11285770124974,0.00318509329250994,0.00582413865408317,0.0104265688254973,0.0115918076352392,0.0169352965275031,-0.0351078379277011,-0.0568569882007218,-0.0837657794183177,-0.127767700611908,0,0.144486055467464,0.00467711372684115,0.0475577466581535,0.0796280491006728,0.0947657438203894,0.142171583212133,-0.163472301750307,-0.471499373619689,-0.512594701833069,-0.778766140684876
41,train,FP,1,0,0.6491,0.3509,299,0.4415,3.3566290421973,-0.00211683913260042,0.00567771185277935,-0.0108320648838308,-0.0138365153247614,0.0163645186037468,-0.0446313478090896,0.0627696213902323,0.0642135070261895,0.0776085917226657,1,4.04307156466209,-0.00170874266771277,0.004619609228726,-0.00910027414829856,-0.0117549211911109,0.013762058010034,-0.0379816168249098,0.0530410414291101,0.0545006082040733,0.0653777620399115
42,train,FP,1,0,0.5335,0.4665,299,0.4415,2.56440829492113,-0.00222254494006413,-0.00879025755011957,0.0130834081628805,-0.0142088852269362,-0.0189602568627476,0.0464081014722985,0.0739820641341825,0.0966813653400618,0.185972994529556,1,0.48052329423509,-0.00769343130747206,-0.0283941380749792,-0.0530930108905282,-0.0583500572042242,0.0604685654359469,0.133058896552024,0.265800666965232,0.30684383089649,0.61864132237249
43,train,FP,1,0,0.7761,0.2239,299,0.4415,0.170279845610206,0.0317927779567742,-0.0381165472545759,-0.0451440631512553,-0.0689804952671153,0.129001030077961,0.203678335992329,0.45340529728458,0.553581153819553,1.21921748945825,1,0.520010044560032,0.00455182172079957,-0.0155596663728135,-0.0300384737550837,-0.0399706165863442,0.0552404456361735,0.142171261888339,0.285990192091862,0.288257111086841,0.690642075709774
44,train,FP,1,0,0.5754,0.4246,299,0.4415,0.363679656853848,-0.0317437089263361,0.035744189688889,-0.0541978549353689,0.0601512802901535,-0.0617338962540559,0.165810819277456,0.2963287777333,0.301095705233683,0.711455312107721,1,2.13007932129669,0.00686606307084399,0.00928597748287826,-0.0100505127386289,-0.0151153352735075,-0.0226586039167292,0.0586607622932105,0.0824193027843563,0.0973573859606257,0.206765039663049
45,train,TN,1,1,0.0148,0.9852,299,0.5619,9.50585540991079,0.000401758227273207,-0.00172362398590692,0.00191418180933827,-0.00471196650280755,0.0047683676763485,-0.0128280652481587,0.0253718898140756,0.0263365773757682,0.0395291191659306,0,3.74930525079084,0.000691326216283565,0.00419251747544452,-0.00420952178198003,0.0114109094346383,-0.0115044402604913,-0.0301369905218771,0.0609562792785096,0.0622177263966193,0.0936178062371467
46,train,TN,1,1,0.0194,0.9806,299,0.5619,1.55765835636023,-0.00104692769230677,0.00727997026879408,-0.0126068845443514,0.0262457760943542,-0.0349995831945651,-0.0741569301331866,0.115522616825373,0.116158569264937,0.142396606889048,0,1.41928028106751,-0.000808647659606844,0.00756549656953859,-0.0135951671678798,0.0280892252566664,-0.0376252335112401,-0.0793073073793688,0.123882324009141,0.125160511316148,0.153361201433398
47,train,TN,1,1,0.0049,0.9951,299,0.5619,0.225244236693621,0.00136050506861558,0.0133581575668404,0.0265711257746301,0.0973662835819336,0.112891259932818,-0.150449228045632,0.252434765249634,0.428816701424761,0.782349570553601,0,0.909314870931557,-0.00243412662581689,0.0089877106555511,0.0154931073292924,0.0438218831910695,0.0526761995822724,-0.0554165402902189,0.144913494672709,0.170272813127977,0.378314541642835
48,train,TN,1,1,4e-04,0.9996,299,0.5619,0.825106101686191,0.00962082684003472,-0.0185783102693941,0.0188428946205013,0.0196331015544545,-0.0255277776582324,-0.0912750734079432,0.152892196022468,0.179310801843419,0.244918659545307,0,4.40334309853233,0.00356192747791581,-0.00358549097079734,0.00435332804650103,-0.00451517391391897,0.0063996427872676,-0.0268409321879942,0.0379380286441148,0.0482395299810985,0.0655508598641873
49,train,TN,1,1,0.0148,0.9852,299,0.5619,1.18965868963894,0.00276350262530888,0.0114309783529578,0.0201937991174131,0.0236274993971769,-0.025277354218983,-0.0327726915299205,-0.0434279377686658,0.151714879559311,0.108252675534598,0,0.565184259217058,0.00140075276754171,0.0179075555694512,0.0366850925419013,0.0400288021497267,-0.0419675743185491,-0.0621752975365323,-0.0770251847733616,0.27001044950552,0.184864595905698
50,train,TN,1,1,0.0028,0.9972,299,0.5619,0.0853054602479078,0.0165254523542936,0.0585938415939803,0.0639971441258367,-0.105957745597839,-0.273846482572832,0.326678933846185,0.364882591401579,0.75570025040298,1.20657398555418,0,0.45524958412271,0.0222923770251588,0.0251151700809811,0.0351634942726417,-0.0421316711907725,-0.100290963817115,0.197730672552166,0.22487951328289,0.314569818815542,0.677328411021492
51,train,TN,1,1,0.0747,0.9253,299,0.5619,0.918148625525516,0.00200093362746351,0.00715903680055675,0.0144474865078531,0.0389820172772422,-0.0448410820956775,0.123026315562033,0.199334883757909,-0.231405043095169,0.10870454834221,0,2.55480309057957,0.00224418048014695,0.00468679323380842,0.00665317417530284,-0.0153927367205877,0.0174290118197723,0.0557846947643749,0.0867648235527083,-0.104033080599668,0.0541368607058584
52,train,TN,1,1,7e-04,0.9993,299,0.5619,3.04262007611054,0.00226938441034282,0.00456820158250055,0.00688999094756091,0.00714099340364458,-0.0121085133314306,0.0488577996861828,0.0604040326969212,0.0715952376986597,0.189617127094382,0,1.74109907232247,0.0030114519993731,0.00708450586268561,0.0104664222829078,0.0113520169754369,-0.020494130666024,0.0767951934773932,0.0975951458184651,0.113044399287477,0.298855005037715
53,train,TN,1,1,0.0118,0.9882,299,0.5619,1.59141868370744,0.00191044892444198,0.00250382756531432,0.0155211129853672,0.0158880961733569,-0.0200953530704432,0.0213090500137272,0.0898446845240059,0.105538484855986,0.232420351971756,0,0.627688321538117,-0.0042098031749141,0.013950973559094,0.0294729449029409,0.030894771632647,-0.0411752742035713,0.0413795603266294,0.168212457763126,0.220123309095884,0.458648939901836
54,train,TN,1,1,0.1239,0.8761,299,0.5619,0.390914021350242,-0.000185562857593849,-0.0173544635057122,0.0292718357215595,0.0464198723894528,-0.11958211510924,0.235075936859885,0.344121885884325,-0.383502868402943,0.134264520979733,0,2.0861905572076,-0.00326630577955952,0.0032706110295027,0.00687873530868047,0.0169049638524577,-0.0320341956224504,0.0654340755371586,0.0975324953356279,-0.109075797065489,0.0456445825959287
55,train,TN,1,1,0.0187,0.9813,299,0.5619,0.624359447455461,-0.000526146299873325,0.00124679555903661,0.00593581675069614,-0.0247645622612459,-0.0326896121244587,0.123798495152903,0.191870390598909,0.231242937999049,0.496114115375016,0,1.19746539124699,0.00214104913726903,0.00214866253373489,0.00435461172858604,-0.0155890344074891,-0.018453030126178,0.0820198254731576,0.11830801792357,0.15405225286666,0.32898235512931
56,train,TN,1,1,4e-04,0.9996,299,0.5619,1.32123941975339,0.00112952274783611,-0.00738367302395302,0.0132804414550887,-0.0133675865770732,-0.0423432426368887,0.0904909839407058,0.111770320858103,0.130816458051017,0.284393224814836,0,2.53401864127122,0.00212886880531909,-0.00376387688963561,-0.00689134660747793,0.00864990043311424,-0.0247318221504508,0.0548121421818615,0.0652817552968888,0.0787874915710191,0.174273112640638
57,train,TN,1,1,0.0341,0.9659,299,0.5619,1.91713010830366,-0.0010900398648101,-0.0135321640279601,0.0143102015850675,0.0150885692117687,0.0254558833175259,0.0698518732544709,0.0879674269764871,-0.0891497447536204,0.108902005698929,0,0.910792120060227,-0.00678680752499343,-0.0267731086496499,0.0268992420260665,0.0284239601725417,0.0459653474141208,0.120475885995609,-0.154864827110124,0.161641295370491,0.194980987694061
58,train,TN,1,1,0.0335,0.9665,299,0.5619,0.963625876644994,0.00791863176223697,0.00837155716167113,0.012932073696559,0.0217271552306821,0.0406050689184449,-0.0973303353256807,0.188017094248231,0.203868691419929,0.386109937112073,0,1.27385669806367,0.00723530791663297,0.00737651908773008,0.0120319266829039,0.0183192224898593,0.0324857415047529,-0.0793623981440223,0.152724313857556,0.164254013277157,0.31506464667257
59,train,TN,1,1,0.0076,0.9924,299,0.5619,0.627320255747211,0.000519455379162982,0.00722797470130406,0.0270817069278162,0.0525714462524443,-0.0757847362917654,0.151650962749925,0.199955327173149,0.20087997066714,0.564102107559176,0,0.225447210668574,0.00548336174751284,-0.0123091388801886,0.0460171721699365,0.0890428818365825,-0.153500713970639,0.239340406105281,0.29593669295824,0.375892330182429,0.885902992149153
60,train,TN,1,1,0.0282,0.9718,299,0.5619,2.10379967649611,0.000214947818367869,0.00286930633230292,-0.00299638207401076,0.00696214044265442,0.0152807365255887,-0.0644723722121834,0.0787920503399142,0.0901848554587553,0.126835282631389,0,1.74661145125743,-0.000209694190723369,0.00304503217319222,-0.00379615128682795,0.00788468610745711,0.018017393528752,-0.0744043806165954,0.0920123710058877,0.104447960092975,0.146997216814118
61,train,TN,1,1,0.0046,0.9954,299,0.5619,0.742398343841911,0.0197938867971351,0.0217483527225061,-0.0382254375147537,0.0493768053289412,-0.0697802732558667,0.130037867364,0.179956255514433,0.213259180513761,0.506166637470155,0,1.42385340190306,0.012923497840886,0.0147458003261122,-0.0216476365986869,0.030952096073099,-0.043188002225725,0.0833023394094352,0.118266228339345,0.128351028276732,0.323705351441197
62,train,TN,1,1,0.0075,0.9925,299,0.5619,0.270574037842838,0.0419117691320679,0.0581284043495972,-0.0654261295799712,-0.0745922643594439,0.0882232997171599,-0.126862693668239,0.27081529661618,0.343655896825895,0.535853579033246,0,0.270574037842838,0.0419117691320679,0.0581284043495972,-0.0654261295799712,-0.0745922643594439,0.0882232997171599,-0.126862693668239,0.27081529661618,0.343655896825895,0.535853579033246
63,train,TN,1,1,0.0209,0.9791,299,0.5619,1.19903055073311,0.00245678644897105,0.0105231851027613,0.0125061247731171,0.0310283442852742,0.0369152686142935,0.066372702736088,0.156354025916461,0.170470527457608,0.486626965334574,0,3.66166605261587,0.00230632301516523,0.00467777731939304,0.00653410834238796,0.0132924811501951,0.0146475319431772,0.0261115211781558,0.0618294358970998,0.0662829209053005,0.195682099750875
64,train,TN,1,1,0.0083,0.9917,299,0.5619,0.141329428267938,0.0228285670005181,0.024902407764226,0.0542815104520837,-0.0550442698297522,-0.0716249092520191,-0.170570257716412,0.404869766004742,0.45919173010567,0.668834544529057,0,0.271057160751383,0.00403670247237297,0.0229745736555312,0.0271777934068118,-0.038933647424734,-0.0490832325191626,-0.119616755699456,0.327582426354819,0.33935873949433,0.513496599740513
65,train,TN,1,1,9e-04,0.9991,299,0.5619,3.05178754949007,0.00204523376485602,0.00823687734890654,-0.0119574309406822,0.0146361533696041,-0.0228985673340653,0.0501520772578301,0.0553910880623761,0.0677894901106254,0.163394921639451,0,1.74634503764097,0.00204161075670123,0.0124971893524631,-0.0203030572048291,0.0230671455076845,-0.0370565140320476,0.0789041412670267,0.0893445645306361,0.106957207538965,0.2554522877166
