id,train_test,pred_type,class,pred,prob_0,prob_1,knn,nbd_bal,lambda.1se,intvar4,mainvar8,mainvar7,mainvar6,mainvar10,mainvar1,mainvar3,mainvar4,mainvar5,mainvar9,total_local_score,opp_class,opp_lambda.1se,opp_intvar4,opp_mainvar8,opp_mainvar7,opp_mainvar6,opp_mainvar10,opp_mainvar1,opp_mainvar3,opp_mainvar4,opp_mainvar5,opp_mainvar9,opp_total_local_score
29,train,TP,1,1,0.4315,0.5685,499,0.507,1.72466425306252,-0.00397009836889802,0.0138999956137035,0.0206058064932262,-0.0315092743192367,-0.0624797346915985,0.066722625781029,-0.0813861231773957,0.0825606732431434,0.0888288240735306,-0.120461533900418,-0.0271888392529141,0,0.972633860468562,-0.00124665584373769,0.0175960319649734,0.0194458127170253,-0.0581253214683133,0.0589492207646367,-0.069461078104614,-0.0734392436165316,0.0788624134830863,0.0991348199683815,-0.13020323443619,-0.0584872345712833
30,train,FN,1,0,0.5437,0.4563,499,0.495,1.50229932795448,0.0192904872887748,0.0355472240789497,0.0383087718736121,0.0444632517627231,0.0713883448852634,-0.100019134425681,-0.103008955716866,-0.104263306474696,0.108745974746978,-0.109916589893772,-0.0994639318747141,1,4.2904062817177,-0.00239844465749139,0.00787149130131289,0.0112442228702879,0.0149858667314782,0.016969367307336,-0.0232467184698967,-0.0233968629456081,-0.0244853310482938,0.0254590599625562,-0.0282025578952411,-0.0251999068435598
31,train,TP,1,1,0.3485,0.6515,499,0.507,4.92397774041612,-0.00680329815784007,0.0105093081363173,-0.0107610449728262,-0.018952760812463,-0.0227494584449558,0.0256096501472361,0.0267404094023671,0.0351108257635219,-0.0408736221616695,0.0468606644874093,0.0446906733870971,0,2.19403582371504,-0.0110866457876742,-0.0124866874674445,0.0158591015371588,-0.029428430282722,0.0315764197668312,0.0322076319593066,-0.0475717438141889,0.0481217351731265,-0.0526207794136717,0.0570796837430248,0.0316502854137466
32,train,TP,1,1,0.2,0.8,499,0.507,4.84749997107595,0.00949469722355356,-0.0150452445928111,-0.0244202448526603,-0.0311839775881358,0.0316179426459447,0.034940651878803,0.0358111590095408,0.0390186938858711,-0.0401026442661001,0.0441841860995575,0.0843152194435634,0,4.12635645547383,0.00716502977454223,-0.0136980278476852,-0.0216894381579351,0.023794838243978,-0.024613230158478,0.0258107008222199,0.0269301421061255,0.0284201249767563,0.029944644515256,-0.034799270852791,0.0472655134219886
33,train,TP,1,1,0.4068,0.5932,499,0.507,0.846869210005294,0.0190553399358843,0.0270130005740442,0.0395430043032949,-0.0653288482819348,0.120846893238705,0.123085524775206,0.143257364871121,-0.158261387813407,0.185675251729851,-0.187579214433412,0.247306928899353,0,2.73833336785344,0.00797319351033272,0.0132957300480099,0.0148162543184683,-0.0160193581094668,0.0272773857750629,0.0308259243365196,0.0392329038228269,-0.0399405069883364,-0.0427973875183029,0.043012972299391,0.0776771114945053
34,train,TP,1,1,0.1315,0.8685,499,0.507,1.47814550286588,0.024926216430764,-0.0308228050973897,-0.0485210683310041,-0.0552808248459647,0.0715781147808768,0.0956785812316876,0.0994889562873715,0.10367155871661,0.122266970651834,0.124971003287462,0.507956703112248,0,2.4469294376854,0.00278931418223172,-0.0142523753414533,0.0255902544554118,-0.0264452730138024,0.035419921614086,0.0388602523280624,0.0417212628656407,-0.0451203606469412,0.0476445189274801,0.0479591967128059,0.154166712083522
35,train,TP,1,1,0.1382,0.8618,499,0.507,1.47170109475806,0.0105960457213688,0.0127336354297917,0.0130448868509825,0.0226985675735827,0.0289977657844173,-0.0360409489983139,0.0803365651208663,0.103276471155508,0.103853780798264,0.134884309350631,0.474381078787099,0,1.25960359691223,-0.00450228805573113,-0.00764000391727817,0.0155795971642207,-0.0204719256315776,-0.0221923294990696,0.0484653190554647,0.0541404433034221,0.0682979189114129,0.0759818340472787,0.0900007366688369,0.29765930204698
36,train,TP,1,1,0.0452,0.9548,499,0.507,3.72892763165139,0.0108887091807572,0.0189309128179585,0.0206932071896967,-0.0240603194738948,0.0324526340111693,0.0438758956170735,0.0449290471439884,0.0520300180101087,0.0567194843046856,0.058637826065689,0.315097414867232,0,2.63926709980215,0.0131897914360234,0.0133382465891684,0.0238774182053297,-0.0239936720211829,0.0314920431588701,0.0335407751738356,0.0387198988328366,0.0415380598531935,0.045053648369166,0.0471313762764478,0.263887585873688
37,train,TP,1,1,0.4055,0.5945,499,0.507,6.11668056763102,0.00451867716587011,0.00742979503815388,-0.0166645405613874,0.0220191528262335,0.0256022736854373,0.0288910717125586,0.030515715319482,-0.0336714565284189,-0.0351181738453926,0.0382724466672107,0.0717949614797471,0,1.6773369021066,-0.00970030205145697,0.0106029058659247,-0.0380820276389784,0.0401050260212987,0.0519228390750521,0.0553771943941042,0.0584969255609089,-0.060907330291925,-0.0652335993530148,0.0694745525660814,0.112056184147995
38,train,TP,1,1,0.1951,0.8049,499,0.507,0.505767191801924,0.0128940251554417,0.025057887535255,0.0462184880966363,0.0715562308971585,-0.12942589205254,0.129461505589786,0.153609539618794,0.237688104222966,0.253810876424968,0.304335758997474,1.10520652448594,0,3.19243189499864,0.00216251185939768,-0.00343549627001849,0.00785077087739694,0.00953823534130135,0.0166959355763221,-0.017134322548904,0.0312478420553169,0.0312585826249402,0.034845314810767,0.042327340431944,0.155356714758464
39,train,TP,1,1,0.3156,0.6844,499,0.507,1.5936390903134,0.00606226470927853,0.0132844452124384,-0.0148346152658192,0.0156128502188782,-0.0156880877449286,-0.0519608961845173,0.0609355252333723,-0.0703659223373884,0.118391533371182,0.126680399919167,0.188117497131663,0,1.10676121095513,-0.00155802967675481,0.00956269267098972,-0.0152960663761302,0.0156023890319293,-0.0466101056423116,0.0592785013437823,-0.0620066450444011,-0.0823877951790368,0.0934951970347545,0.0972836101553232,0.0673637483181444
40,train,FN,1,0,0.7055,0.2945,499,0.495,4.66974779336664,0.00277930744749458,-0.00294823526227456,-0.0095651971869447,0.00999088510868657,0.020580028667522,0.0256073656106279,-0.0284459911360108,-0.0341493879669384,0.0357721294509545,0.0490630702801302,0.0686839750132474,1,2.09586322236654,0.00402749359539359,-0.00813578245255428,0.0124008963060069,-0.0125844061328307,0.0279352017159924,-0.0389395739188884,0.0496653572512801,0.0504387693219125,-0.0530115992723074,0.0662532242830566,0.0980495806970614
41,train,TP,1,1,0.2431,0.7569,499,0.507,4.51444464290811,-0.0123646675179533,-0.015411989813508,0.0174781538182975,0.0178566819981752,-0.0253844364840484,0.0287380061181231,0.037595128488624,-0.0378120230019982,0.0453214940925616,0.0469524360171466,0.10296878371542,0,3.23403362288099,-0.0149171361837946,0.0164663229701762,0.0229245440362562,-0.0244157288733083,-0.0244371782273068,0.0278257342093707,0.0287907165603672,-0.0304685866884466,0.0359403640378873,0.0377839184490618,0.0754929702902631
42,train,TP,1,1,0.43,0.57,499,0.507,5.44645644993355,0.0077889925769434,0.00779570684085841,-0.0235653018094971,0.024745542946154,-0.0268993383148532,-0.0287227826235348,0.0324981249378297,0.0325809817168994,-0.0411116460393163,0.0423187521710453,0.0274290324025288,0,1.10661425591779,0.0188543318136459,0.021409276579849,0.0586782419087909,-0.0591468122022396,-0.0606462167777188,-0.0635448915741684,0.0715336627825693,0.0787033889693629,0.102368714114617,-0.114472967940772,0.0537367276739357
43,train,TP,1,1,0.1993,0.8007,499,0.507,2.67046524398166,0.0149435620696204,0.0322170728006087,-0.0334896213719895,-0.0409844759584629,0.054451981101972,0.0599146651833869,0.0615271435948576,-0.0705376713515355,0.0753974522223299,0.0810676793131491,0.234507787603937,0,3.71794296803904,0.0086660498265244,0.0137043516292808,-0.0169349159354756,0.0253441672938816,-0.0264610481264908,0.027170030464462,0.0296448266846462,-0.0324965572584679,0.0328408491152096,0.0362655215900768,0.0977432752836471
44,train,TP,1,1,0.208,0.792,499,0.507,2.75457111611081,-0.024918988421506,-0.0253633034487547,0.0301839520418303,0.0324240856649927,0.0511973880477753,0.052745398121298,0.0534209893099417,0.0615770406450782,-0.0678323342352297,0.0788772006176546,0.24231142834308,0,2.48040987555078,0.0202286378881573,-0.0224493307344948,0.0225105012038179,0.0318672531710002,0.0340203519047618,-0.0368997247877057,0.0403240181324975,-0.0417551383605348,0.0437470390045547,0.0505879786929362,0.14218158611499
45,train,TP,1,1,0.3431,0.6569,499,0.507,2.16071130710149,-0.00792757065874793,0.0139906021326766,0.0180796460219833,0.0317315013805309,0.0505671770546324,0.0534283448927739,-0.0688195861573885,0.0709294897789699,0.0809474526665112,-0.096649861807758,0.146277195304184,0,3.78892773881193,0.000423700018660298,0.000557802165893847,0.00715622412719327,0.0182195409398942,0.0213682273006343,-0.0225723724984406,0.0229039469383118,0.0293670072878905,0.0297475357402359,-0.0406578600230939,0.0665137519971796
46,train,FN,1,0,0.6101,0.3899,499,0.495,2.57599938384667,-0.0110136819213178,-0.0149394191374318,0.0161872077648159,0.0201038471117287,0.0330480690648008,-0.0503301656341151,0.0512791881868446,0.0595697458617049,-0.0683365167712279,-0.0846021094221696,-0.0490338348963673,1,3.90669230034706,0.000788408650037145,-0.0047069949847824,0.0106599889366053,0.0151028172378807,0.0161535618503395,-0.0207768570065892,0.0227281094678002,0.0243190328395099,-0.0276827555486521,-0.0346131548357153,0.00197215660643387
47,train,TP,1,1,0.1167,0.8833,499,0.507,1.68684182732556,-0.00418533912200959,-0.00711666998888247,0.0122510536426557,0.0516702959024315,-0.0615221341640922,0.0704968130648163,0.0848236902176269,0.0892356493609818,0.10905579356453,0.121859713956289,0.466568866434347,0,1.77381488714537,-0.00731959348495398,0.0228840700295785,0.0244220304256431,-0.03653330070166,0.039266726072051,0.0469404409561826,-0.0497649515895573,0.0579449550768884,0.0599819230770576,0.0701222549929341,0.227944554854164
48,train,TP,1,1,0.1264,0.8736,499,0.507,2.47863670738781,0.014623143906775,-0.0345995837335823,-0.0480958455745727,0.049867424438783,0.0502998382373925,0.0582361425490858,0.0653724098930779,0.0673182908588879,0.0816060867908224,0.0851716665805704,0.38979957394724,0,3.27492837294592,0.00420937200655005,-0.0184934189121778,0.0198954780700617,-0.0224394978716312,0.023345837267055,0.0294290785057356,0.0341221071091585,0.0341777653665632,0.0372316369262034,0.0379758825841607,0.179454241051679
49,train,TP,1,1,0.4361,0.5639,499,0.507,1.20580734887559,0.0164974887776851,-0.0171333308500744,0.0331454798748846,-0.038949605098094,-0.0452053947118744,-0.0629573400960822,0.075587959162685,0.0803243723398066,-0.0900079696222393,0.157335513143365,0.108637172920062,0,1.43329702580753,0.000352597222725913,0.00413462777506381,0.01194426967916,-0.0204309686137451,0.0330655927793495,-0.0349872589220325,-0.0401296694994322,-0.0449232166146594,0.0676428567482363,0.0840678944521095,0.0607367250067758
50,train,FN,1,0,0.5499,0.4501,499,0.495,1.01970576666877,0.00570580565804061,0.0248068077551234,0.0329307054617049,-0.10957525368099,-0.121754935129427,0.134415181513577,-0.136383183560134,-0.137536014178016,-0.1391116485271,0.160495287328621,-0.286007247358601,1,4.81863502397769,0.00191455386873466,0.00671593824481813,-0.0177111367072374,0.0190911096016876,-0.0203967781198263,0.0211163619221863,-0.0216819696785253,-0.0236067206607461,-0.0248658559809189,0.0258638962790981,-0.0335606012307291
51,train,TP,1,1,0.438,0.562,499,0.507,0.893604432258615,0.0299582341470629,-0.0334318545514655,-0.0363346750177456,-0.0400628479464963,-0.0795724167756188,-0.118370091943718,0.141285497480236,-0.159398375057007,0.165473881776614,0.200078322121123,0.0696256742329856,0,1.53151145726731,-0.00181364051110537,-0.00691368902638605,-0.0235910876278229,-0.0393152664884525,0.0520006771974199,-0.0538693674420018,-0.0586636278793247,-0.0664411240369129,0.0666885621693231,0.0805252844349611,-0.0513932792103022
52,train,FN,1,0,0.6349,0.3651,499,0.495,2.50116294515825,-0.00650761984222219,0.0122204352234567,-0.0269981421552329,-0.0425761747326601,0.0428940830420318,-0.0469526421023183,-0.0502068893528793,-0.0547048565351827,0.0732461645522472,0.0857340477849891,-0.0138515941177706,1,2.93422511081836,-0.00867999587363946,0.0106718671950426,0.0143336227430102,0.0143899460326301,-0.0191067980247342,-0.0253647204686403,-0.0274031400927181,0.0376129140887798,-0.0384157868177673,0.0501179192942232,0.00815582807618665
53,train,TP,1,1,0.3793,0.6207,499,0.507,1.79028623113508,-0.00146487449412739,-0.0225938691873425,0.0457364828591621,-0.0660053574248267,-0.0846041333310653,0.085964967910032,0.0936092547397465,0.0967451129003739,0.107697283959031,0.115244204660029,0.370329072591013,0,1.99396620881743,-0.00440677014659287,-0.0197658596022827,0.0238311671233759,-0.0410366140311974,0.045041158370912,0.0522764458466137,-0.0534930141887903,0.0552803283102514,0.0570759184227706,0.0608041616640769,0.175606921769137
54,train,FN,1,0,0.5888,0.4112,499,0.495,6.70724420709405,-0.000137453632726343,0.0103576277187117,-0.0122125343038358,-0.0124347770455614,0.0186980633353469,-0.0209371827248583,-0.0245132979048794,-0.0261444249210315,0.0268027115386711,0.0296564688929982,-0.0108647990471649,1,3.25628718185327,-0.00977609484302394,0.0121509738995437,-0.016760430260091,0.0236417490533081,0.0238730256650146,-0.0247547112682208,-0.0258276969538536,-0.0294159787819923,0.0324081937876605,0.0338657148068048,0.0194047451051499
55,train,TP,1,1,0.1789,0.8211,499,0.507,6.52471197121611,-0.00515227526667311,-0.00596829833927004,0.0095515163456254,-0.0115735845265305,-0.0144177729604478,-0.0146603579779013,0.0236610134464627,0.0292017939838525,0.0341699044276777,0.0364349046915541,0.0812468438243497,0,2.19851949223725,-0.00303583547479264,-0.00625287659838057,0.00743519079017463,-0.0109092191723036,-0.0286405883134197,-0.0401473264288294,0.0495225891318478,0.049886165597817,0.0538871785120801,0.059600270188321,0.131345548232514
